dict	suspect	suggestion	status	cls_confidence	opus_confirm_reason	opus_review	review_fp_type	opus_review_reason
YAT	kArAyamARa	kArayamARa	NET_NEW	high	'{#kArAyamARa#} (RaH-RA-RaM) p. Effecting' = MW kArayamARa 'pr.p. Caus. kf'; every YAT causative participle is short -ayamARa (BIzayamARa, spfhayamARa).	fileable	none	'p. Effecting', filed among kAra- (after kAramihikA, before kArayitf), NOT in the kArA- block at L9513-17; parallels spfhayamARa.
YAT	kaMsyanIla	kAMsyanIla	NET_NEW	medium	L9164 'm. Blue vitriol, used as a collyrium' sits inside the kAMsya block (after kAMsyakAra, before kAka); MW has kAMsyanIla.	fileable	none	L9164 sits between kAMsyakAra and kAka, i.e. inside the kAMsya- run; 'Blue vitriol' = kAMsya-nIla
YAT	kaRwAkila	kaRwakila	NET_NEW	medium	L8153 'm. A thorny kind of bamboo' = MW kaRwakila 'Bambusa Spinosa'; filed between kaRwakiPala and kaRwakIPala, i.e. as kaRwakila.	fileable	none	L8153 sits between kaRwakiPala and kaRwakIPala, exactly the kaRwaki-la slot; kaRwA- would sort far earlier
YAT	kapawapravanDa	kapawaprabanDa	NET_NEW	high	L8374 '{#kapawa-pravanDa#} 1. {%m.%} Fraud.' - kapawa-prabanDa 'fraudulent contrivance'; pravanDa unattested; no marker.	fileable	none	L8374 '1. m. Fraud' = MW kapawaprabanDa 'series of frauds... fraud, plot'; 'pravanDa' unattested; no marker or xref
YAT	kawolabIRA	kawolavIRA	NET_NEW	high	L8077 '{#kawola-bIRA#} 1. {%f.%} A kind of lute, played by common people.' - lute = vIRA; bIRA no word; no variant marker.	fileable	none	Def only: '(RA) f. A kind of lute'; YAT spells vIRA 4x (incl. parallel kaRqolavIRA); bIRA hapax. No w.r./v.l./redirect.
YAT	kawuraba	kawurava	NET_NEW	high	L8069 '{#kawu-raba#} {#(vaH)#} 1. m. A frog.' — the paradigm marker (vaH) itself shows the stem is -rava; no v.l./w.r. note.	fileable	none	L8069 entry's own inflection is {(vaH)} 1. m. 'A frog' = kawu-rava; b in headword contradicts nom. ravaH
YAT	kzudrabaMSA	kzudravaMSA	NET_NEW	high	Body '{#kzudra-baMSA#} f. A plant (Lycopodium imbricatum)'; YAT spells vaMSa in ~40 entries (vaMSa, karRavaMSa), never baMSa; MW kzudravaMSA = plant.	fileable	none	'(SA) f. A plant (Lycopodium)'; sits at the v-slot between kzudraroga and kzudraSaNKa; vaMSa 12x in YAT, baMS hapax.
YAT	nirAlamva	nirAlamba	NET_NEW	medium	L21384 'nirA_lamva a. Self-supported'; YAT has 30+ -lamba headwords with b (avalamba, Alamba); Wilson nirAlamba.	fileable	none	L21384 'Self-supported, not relying on others' = nirAlamba; YAT spells lamba with b throughout (Alamba, anAlamba, avalamba, ~25 entries).
YAT	padmavanDu	padmabanDu	NET_NEW	high	L22652 '(nDuH) 2. m. A bee; the sun' = padma-bandhu; sits right after L22651 padmabanDa (b spelled correctly), before padmaBU.	fileable	none	L22652 sits between padmabanDa (L22651) and padmaBU; ba-slot; 'A bee; the sun' = padma-banDu
YAT	puMbfza	puMvfza	NET_NEW	medium	'{#puM-bfza#} (zaH) m. The musk rat' = MW puMvfza 'the musk rat'; YAT spells vfza in ~30 entries (vfza, govfza, nIlavfza), never bfza.	fileable	none	'(zaH) m. The musk rat'; alphabetized at v-slot between puMliNga and puMScalI; vfza 5x elsewhere, bfza hapax.
YAT	reRuruzita	reRurUzita	NET_NEW	high	YAT L32073: 'Dusty, covered with dust; m. An ass' = reRurUzita (MW L179395); no marker documenting short u.	fileable	none	Def. 'Dusty, covered with dust; an ass' = reRu-rUzita; both WIL L32501 and MW L179395 read reRurUzita, so YAT alone drops the long U.
YAT	sahaBAbin	sahaBAvin	NET_NEW	high	L41095 '{#saha-BAbin#} {#(vI)#} 5. m. A friend, a partisan.' — the (vI) marker shows stem -BAvin; MW has sahaBAvin. No variant note.	fileable	none	L41095 inflection printed {(vI)} 5. m. 'A friend' = saha-BAvin; headword b contradicts its own -vI
YAT	spfhanIya	spfhaRIya	NET_NEW	high	'{#spfhanIya#} a. Desirable' = MW spfhaRIya; YAT otherwise applies Ratva throughout (karaRIya, garhaRIya, pariharaRIya, DAraRIya, and neighbour spfhayamARa).	fileable	none	'a. Desirable' = spfhaRIya; YAT writes karaRIya/smaraRIya/haraRIya with R (varRanIya correctly n, blocked); no v.l. note.
YAT	vAbadUka	vAvadUka	NET_NEW	high	L34160 '(kaH-kA-kaM) a. Talking much.' Immediately followed by L34161 vAvadUkatA 'Garrulity' — YAT's own correct spelling. No v.l. note.	fileable	none	L34160 sorts after vAlmIka, before vAvadUkatA 'Garrulity' (L34161); a ba-headword would precede vAlmIka
YAT	viqbarAha	viqvarAha	NET_NEW	high	L34609 'viqba_rAha m. A tame hog'; YAT has varAha (L33271), no barAha; Wilson viqvarAha, MW viq-varAha.	fileable	none	L34609 '(haH) m. A tame hog' = viq-varAha; all 11 other varAha entries in YAT (varAha, mahAvarAha, nfvarAha...) use v.
YAT	aSanayA	aSanAyA	BOTH_RUNS	medium	aSanAyita 'Hungry' follows immediately with long A; no aSanAyA entry in YAT; 'Hunger' is standard aSanAyA, the key just drops the matra.	fileable	none	L3591 '(yA) f. Hunger' = aSanAyA; the very next entry L3592 aSanAyita 'Hungry' keeps the long A.
YAT	ambukfta	ambUkfta	BOTH_RUNS	medium	L2458 'ambu-kfta (taH-tA-taM) par. Sputtered' - that gloss is Wilson/MW ambUkfta; no variant marker.	fileable	none	L2458 '(taH-tA-taM) par. Sputtered' matches Wilson/MW ambU-kfta exactly; YAT does record lengthened cvi first members (ADI-kfta, urarI-kfta).
YAT	asaMSakta	asaMsakta	BOTH_RUNS	medium	L3817 'a-saMSakta a. Indifferent'; YAT itself has saM-sakta (L39440); Wilson asaMsakta 'not attached'. No marker.	fileable	none	L3817 'Indifferent' = a-saMsakta; it stands immediately before asaMsfzwa/asaMskfta, the exact alphabetical slot for sa-, not after the S- run.
YAT	avasfzWa	avasfzwa	BOTH_RUNS	high	Entry's own inflection '(zwaH-zwA-zwaM) p. Removed, dismissed' shows zw, contradicting headword zW; 10 other YAT entries spell sfzwa (utsfzwa, saMsfzwa); MW avasfzwa.	fileable	none	Entry's own inflection '(zwaH-zwA-zwaM)' has w, headword has W; sfzwa in 10 other YAT compounds; plain 'p. Removed, dismissed'.
YAT	cInapizWa	cInapizwa	BOTH_RUNS	medium	L14776 'cIna-pizWa (zWaH) m. Lead, red-lead' = MW cInapizwa; YAT spells pizwa/guqa-pizwa/utpizwa with w.	fileable	none	L14776 'Lead, red-lead' = cIna-pizwa 'Chinese powder'; YAT's pizwa is spelt w throughout (pizwa, guqapizwa, nizpizwa), W only in -izWa superlatives.
YAT	drAvana	drAvaRa	BOTH_RUNS	high	L19466 'n. The clearing nut; causing to fly; fusing, distilling' = MW drAvaRa; YAT writes kAraRa with R. No marker.	fileable	none	L19466 'causing to fly; fusing, distilling' is the causative noun drAvaRa; YAT keeps R elsewhere (kAraRa, pUraRa, SrAvaRa) — this is the lone -vana.
YAT	duzwu	duzWu	BOTH_RUNS	high	Gloss 'Ill; improper' is duzWu, counterpart of YAT's own suzWu adv. 'excellently' (861-a); no duzWu entry, and duzwu is unattested.	fileable	none	L18885 '(zwuH-zwuH-zwu) a. Ill; improper' = Wilson's duzWu; YAT prints the counterpart suzWu at L42281, no duzWu entry exists.
YAT	gaDABft	gadABft	BOTH_RUNS	high	Supplement 'gaDABft (t) 5. m. Visnu' duplicates gadABft '(t) 5. m. Idem' at 244-a (after gadADara); gaDA is not a word.	fileable	none	L45090 '(t) 5. m. Visnu' = gadA-Bft 'mace-bearer'; gaDA is no word, and gadABft L12584 has the same '(t) 5. m.' shape.
YAT	mahAmayA	mahAmAyA	BOTH_RUNS	high	L29443 '{#mahA-mayA#} (yA) 1. f. Durga; illusion' - gloss is mahAmAyA's; no v.l./w.r. marker; Wilson has mahAmAyA.	fileable	none	L29443 'f. Durga; illusion' is mahAmAyA; placed after mahAmAnasI, a slot that fits mAyA, not short maya (which would precede mAnasI).
YAT	pAradfzvan	pAradfSvan	BOTH_RUNS	high	'{#pAra-dfzvan#} (zvA-zvA-zva) a. Longsighted'; YAT's own pApadfSvan and vivekadfSvan use dfSvan; MW has pAradfSvan. Isolated S>z.	fileable	none	'a. Longsighted' (= pAra-dfSvan); YAT has pApadfSvan, vivekadfSvan with S; dfzvan hapax. No apparatus/redirect note.
YAT	prAyopavizWa	prAyopavizwa	BOTH_RUNS	high	L45171 headword prAyopavizWa but its own inflection reads '(zwaH-zwA-zwaM)'; MW prAyopavizwa 'fasting to death'.	fileable	none	Own inflection line reads {#(zwaH-zwA-zwaM)#} = -vizwa; every genuine YAT -vizWa entry (davizWa, yavizWa, sTavizWa) shows zWaH.
YAT	vESizWya	vESizwya	BOTH_RUNS	high	L36591 '(zWyaM) n. Being possessed of; distinction' = MW vESizwya; YAT keeps w/W apart (viSizwa L35477).	fileable	none	L36591 'Being possessed of; distinction' derives from viSizwa, printed with w at L35477/35478; no derivation or apparatus note supports W.
YAT	AkzadyUta	akzadyUta	RUN1_ONLY_LLM_VARIANCE					
YAT	AparAhnika	AparAhRika	RUN1_ONLY_LLM_VARIANCE					
YAT	RaB	naB	RUN1_ONLY_LLM_VARIANCE					
YAT	RiS	niS	RUN1_ONLY_LLM_VARIANCE					
YAT	Rij	nij	RUN1_ONLY_LLM_VARIANCE					
YAT	arsasa	arSasa	RUN1_ONLY_LLM_VARIANCE					
YAT	hantAkAra	hantakAra	RUN1_ONLY_LLM_VARIANCE					
YAT	lakzmIpala	lakzmIPala	RUN1_ONLY_LLM_VARIANCE					
YAT	mayAvin	mAyAvin	RUN1_ONLY_LLM_VARIANCE					
YAT	pakzipARIyaSAlikA	pakzipAnIyaSAlikA	RUN1_ONLY_LLM_VARIANCE					
YAT	prAkPAlguRa	prAkPAlguna	RUN1_ONLY_LLM_VARIANCE					
YAT	pratisidDa	pratizidDa	RUN1_ONLY_LLM_VARIANCE					
YAT	saNGati	saNgati	RUN1_ONLY_LLM_VARIANCE					
YAT	vizwABU	vizWABU	RUN1_ONLY_LLM_VARIANCE					
YAT	zazWihAyana	zazwihAyana	RUN1_ONLY_LLM_VARIANCE					
ACC	keSAvAditya	keSavAditya	NET_NEW	medium	L5027 'Nalodayatika. B. 2, 86.' sits BETWEEN keSavAditya (L5026) and keSavAdityaBawwa (L5028) — a keSAv- headword would sort after all keSava-. Bare keying error.	fileable	none	L5027 'Nalodayatika. B. 2, 86.' sits alphabetically between keSavAditya (L5026) and keSavAditya Bawwa; dup k1 is normal in ACC.
ACC	pattrAvalAmbana	pattrAvalambana	NET_NEW	high	L34363 'vedanta, by Vallabha Diksita. IO. 2366' = the Pattravalambana (ACC L12737/L44588 spell it pattrAvalambana). No 'w.r.'/'v.l.' note; avalAmbana is not a word.	fileable	none	L34363 'vedanta, by Vallabha Diksita' = same work as L12737 pattrAvalambana 'vedanta, by Vallabha Diksita'.
ACC	ramalAsAra	ramalasAra	NET_NEW	medium	L40875 'by Sripati, son of Laksminrsimha Bhatta. Ulwar 1935.'; sorted between ramalasaMhitA and ramalendu-, i.e. as ramalasAra (L19220/L36158).	fileable	none	L40875 'by Sripati, son of Laksminrsimha Bhatta. Ulwar 1935.' = same work+author formula as ramalasAra L46005/L19220; no w.r./v.l./See marker.
ACC	somavArAvrata	somavAravrata	NET_NEW	medium	L47962 'AK 208.' bare citation; somavAravrata at L28851 and somavAravratamAhAtmya immediately follows at L47963 with short a.	fileable	none	L47962 bare 'AK 208.'; sorted BEFORE somavAravratamAhAtmya and somavArAmAvAsyAvrata, i.e. alphabetized as somavAravrata (cf. L28851).
ACC	veNkaweSamaNgalaSAsana	veNkaweSamaNgalASAsana	NET_NEW	medium	L46865 '(school of Ramanuja). Bd. 189.' - the Srivaisnava mangalasasana title is veNkaweSamaNgalASAsana at L23410 and L37312.	fileable	none	L46865 '(school of Ramanuja). Bd. 189.' - all 8 other ACC compounds spell maNgalASAsana, incl. same headword at L23410/L37312.
ACC	SAkawayanavyAkaraRa	SAkawAyanavyAkaraRa	BOTH_RUNS	high	L37662 body itself reads 'the grammar of the pseudo Sakatayana' (long A), matching SAkawAyanavyAkaraRa at L24762/L47125.	fileable	none	L37662 body itself glosses 'the grammar of the pseudo Sakatayana' (long a); L24762/L47125 spell it SAkawAyanavyAkaraRa.
ACC	SakawAyanasmfti	SAkawAyanasmfti	BOTH_RUNS	high	L37663 'Quoted by Devanna in Smrticandrika.' - same smrti as L24763 SAkawAyanasmfti; alphabetized among SAka- entries; no v.l. marker.	fileable	none	L37663 sits between SAkawayanavyAkaraRa and SAkalyasaMhitA, i.e. sorted as Saka-; short a would sort far earlier. No marker.
ACC	bfhannArayaRopanizad	bfhannArAyaRopanizad	BOTH_RUNS	high	L45143 '{#bfhannArayaRopanizad#} AS p. 120 (2 MSS.). Lz. 116, 2.' — the Brhannarayanopanisad; ACC spells it bfhannArAyaRopanizad at L15228/L17170.1. No variant note.	fileable	none	L45143 'AS p. 120 (2 MSS.). Lz. 116, 2.' plain title, no marker; same work spelled bfhannArAyaRopanizad at L15228/L17170.1.
ACC	gAyatrIBAsya	gAyatrIBAzya	BOTH_RUNS	medium	L5911 '{#gAyatrIBAsya#} Oxf. 296b... --by Sankaracarya' = a bhazya; adjacent L5912 has gAyatrIBAzya on the same page; BAsya-for-bhazya occurs nowhere else.	fileable	none	L5911 '--by Sankaracarya' = a bhAzya; 226 ACC headwords in -BAzya vs this one -BAsya, and L5912/L32589 read gAyatrIBAzya.
ACC	kAwakopanizad	kAWakopanizad	BOTH_RUNS	high	L30371 addenda entry with C. by Sankaracarya, Damodaracarya, Rangaramanuja, Raghavendra, Sankarananda = the Kathakopanisad (kAWakopanizad, L3654/L32048/L39583/L42482). Undocumented w for W.	fileable	none	L30371 is the addenda block to L3654 kAWakopanizad (same C. list, W. p. 85, Oxf. 365b); corrections target citations, not the headword.
ACC	mahAnArayaRopanizad	mahAnArAyaRopanizad	BOTH_RUNS	medium	L45556 'Av. AS p. 4. 5. Lz. 116, 1.' - bare citation of the Upanisad spelled mahAnArAyaRopanizad at L17170/L35571/L40705.	fileable	none	L45556 'Av. AS p. 4. 5. Lz. 116, 1.' plain title; mahAnArAyaRopanizad at L17170/L35571/L40705. Isolated slip.
ACC	parAmArTasAra	paramArTasAra	BOTH_RUNS	medium	L12994 'or SezAryA, saiva, attributed to Sesanaga, C. by Raghavananda' - same work spelled paramArTasAra at L31123 and L44646.	fileable	none	L12994 'or SezAryA, saiva, attributed to Sesanaga'; L12995 says 'See Paramarthasara', and 7 paramArTasAra entries incl. L31123 'or SezAryA'.
ACC	rupagosvAmin	rUpagosvAmin	BOTH_RUNS	high	L20624 'brother of Sanatana and Vallabha, son of Kumara' = Rupa Gosvamin (ACC L36531/L40986/L46306 spell it rUpagosvAmin); placed after ruyyaka, i.e. in the rU- slot, not the ru- slot.	fileable	none	L20624 'brother of Sanatana and Vallabha' = Rupa Gosvamin, spelled rUpagosvAmin at L36531/L40986/L46306; sorted after ruyyaka (ru<rU).
ACC	saMnyasaviDi	saMnyAsaviDi	BOTH_RUNS	high	L27117 follows saMnyAsaBedanirRaya/rIti/viDAna and precedes saMnyAsASramavicAra — exactly the slot of saMnyAsaviDi; a saMnyasa- headword would sort before them all. Body cross-refs Ekadandisamnyasavidhi.	fileable	none	L27117 plain citation list; neighbour L27116 saMnyAsaviDAna, and saMnyAsaviDi occurs at L38365/L47642. No marker.
ACC	vivekacUqAmaRI	vivekacUqAmaRi	BOTH_RUNS	high	L41139 'by Sankaracarya. Ulwar 560' = the Vivekacudamani, spelled vivekacUqAmaRi at L22612/L37053/L46717. Final -I is a bare keying error, undocumented.	fileable	none	L41139 'by Sankaracarya. Ulwar 560' = same work as L22612/L37053/L46717 vivekacUqAmaRi 'by Sankaracarya'.
ACC	EtareyavrAhmaRa	EtareyabrAhmaRa	RUN1_ONLY_LLM_VARIANCE					
ACC	QuRqi	QuRQi	RUN1_ONLY_LLM_VARIANCE					
ACC	SatapaTavrAhmaRa	SatapaTabrAhmaRa	RUN1_ONLY_LLM_VARIANCE					
ACC	SravaRadvAdaSIvratakalpa	SrAvaRadvAdaSIvratakalpa	RUN1_ONLY_LLM_VARIANCE					
ACC	dakziRamUrtisaMhitA	dakziRAmUrtisaMhitA	RUN1_ONLY_LLM_VARIANCE					
ACC	jEminIyanyAyamAlAvistAra	jEminIyanyAyamAlAvistara	RUN1_ONLY_LLM_VARIANCE					
ACC	metrAyaRIyopanizad	mEtrAyaRIyopanizad	RUN1_ONLY_LLM_VARIANCE					
ACC	rAsayAtraviveka	rAsayAtrAviveka	RUN1_ONLY_LLM_VARIANCE					
ACC	sAttvikavrahmavidyAvilAsa	sAttvikabrahmavidyAvilAsa	RUN1_ONLY_LLM_VARIANCE					
ACC	viSvarUpanivanDa	viSvarUpanibanDa	RUN1_ONLY_LLM_VARIANCE					
ACC	zadarTasaMkzepa	zaqarTasaMkzepa	RUN1_ONLY_LLM_VARIANCE					
ACC	zadftuvarRana	zaqftuvarRana	RUN1_ONLY_LLM_VARIANCE					
