# PW tier-A correction candidates (unified engine) — score	wrong -> right	detectors	morph
222	dEvarakzita -> devarakzita	[consensus,intra_dup]	
222	gUka -> GUka	[consensus,intra_dup]	
222	girIyaka -> giriyaka	[consensus,intra_dup]	morph✓
222	hOmIya -> homIya	[consensus,intra_dup]	
222	jAmbavozWa -> jAmbavOzWa	[consensus,intra_dup]	
222	jirvi -> jIrvi	[consensus,intra_dup]	morph✓
222	kAkani -> kAkaRi	[consensus,intra_dup]	
222	kElikila -> kelikila	[consensus,intra_dup]	
222	kOwiryA -> kOwIryA	[consensus,intra_dup]	morph✓
222	kuwIka -> kuwika	[consensus,intra_dup]	morph✓
222	kzora -> kzOra	[consensus,intra_dup]	
222	maTIn -> maTin	[consensus,intra_dup]	morph✓
222	narka -> marka	[consensus,intra_dup]	
222	nirasti -> nirasTi	[consensus,intra_dup]	
222	odanika -> Odanika	[consensus,intra_dup]	
222	pUrvatA -> pUrvaTA	[consensus,intra_dup]	
222	parikzita -> parIkzita	[consensus,intra_dup]	morph✓
222	sTar -> star	[consensus,intra_dup]	
222	supaWa -> supaTa	[consensus,intra_dup]	
222	svapaRa -> svapana	[consensus,intra_dup]	
222	ujJiti -> ujjiti	[consensus,intra_dup]	
222	visahya -> vizahya	[consensus,intra_dup]	
222	vizparDA -> visparDA	[consensus,intra_dup]	
221	SOcivfkzI -> SOcivfkzi	[consensus,intra_dup]	morph✓
221	brAhmaRIka -> brAhmaRika	[consensus,intra_dup]	morph✓
221	caturaSrI -> caturaSri	[consensus,intra_dup]	morph✓
221	dalI -> dali	[consensus,intra_dup]	morph✓
221	drOGa -> droGa	[consensus,intra_dup]	
221	kOmudIka -> kOmudika	[consensus,intra_dup]	morph✓
221	kuviRA -> kuvIRA	[consensus,intra_dup]	morph✓
221	lakzminfsiMha -> lakzmInfsiMha	[consensus,intra_dup]	morph✓
221	livI -> livi	[consensus,intra_dup]	morph✓
221	matIvid -> mativid	[consensus,intra_dup]	morph✓
221	tArtIyika -> tArtIyIka	[consensus,intra_dup]	morph✓
220	BUkASyapa -> BUkaSyapa	[consensus,intra_dup]	
220	DAnyatA -> DanyatA	[consensus,intra_dup]	
220	Kargala -> KargalA	[consensus,intra_dup]	
220	araRyakarpAsI -> araRyakArpAsI	[consensus,intra_dup]	
220	bizkala -> bizkalA	[consensus,intra_dup]	
220	brahmakanyaka -> brahmakanyakA	[consensus,intra_dup]	
220	ciratiktA -> ciratikta	[consensus,intra_dup]	
220	jayavatI -> jayAvatI	[consensus,intra_dup]	
220	karaBapriya -> karaBapriyA	[consensus,intra_dup]	
220	pratigarjana -> pratigarjanA	[consensus,intra_dup]	
220	purIkAya -> purIkaya	[consensus,intra_dup]	
220	sudivA -> sudiva	[consensus,intra_dup]	
220	triSala -> triSalA	[consensus,intra_dup]	
220	udArAkza -> udarAkza	[consensus,intra_dup]	
220	vegasAra -> vegasara	[consensus,intra_dup]	
220	vrajANgana -> vrajANganA	[consensus,intra_dup]	
219	anaByASamitya -> anaByAsamitya	[consensus,intra_dup]	morph✓
219	calU -> calu	[consensus,intra_dup]	morph✓
219	galu -> galU	[consensus,intra_dup]	morph✓
219	maYjuzaka -> maYjUzaka	[consensus,intra_dup]	morph✓
219	sAlivAhana -> SAlivAhana	[consensus,intra_dup]	morph✓
219	tElapAka -> tElapaka	[consensus,intra_dup]	
218	SIradeva -> sIradeva	[consensus,intra_dup]	morph✓
218	avadeya -> avaDeya	[consensus,intra_dup]	morph✓
218	dAsarUpya -> dASarUpya	[consensus,intra_dup]	morph✓
218	hanUmannAwaka -> hanumannAwaka	[consensus,intra_dup]	morph✓
218	pArzwika -> pArzWika	[consensus,intra_dup]	morph✓
218	pOlisa -> pOliSa	[consensus,intra_dup]	morph✓
218	sAradIya -> SAradIya	[consensus,intra_dup]	morph✓
217	AnusUka -> AnuzUka	[consensus,intra_dup]	morph✓
217	GozAdI -> gozAdI	[consensus,intra_dup]	morph✓
217	SUlIka -> SUlika	[consensus,intra_dup]	
217	aBivAha -> avivAha	[consensus,intra_dup]	morph✓
217	aRqakoSaka -> aRqakozaka	[consensus,intra_dup]	morph✓
217	anaham -> anahan	[consensus,intra_dup]	morph✓
217	avadAtavya -> avaDAtavya	[consensus,intra_dup]	morph✓
217	bopadeva -> vopadeva	[consensus,intra_dup]	morph✓
217	guqodana -> guqOdana	[consensus,intra_dup]	morph✓
217	hoQ -> hoq	[consensus,intra_dup]	morph✓
217	kuraWa -> kurawa	[consensus,intra_dup]	morph✓
217	lOhitASva -> lohitASva	[consensus,intra_dup]	morph✓
217	nilaNgu -> nIlaNgu	[consensus,intra_dup]	
217	parizkanDa -> parizkanda	[consensus,intra_dup]	morph✓
217	pratyavaBAza -> pratyavaBAsa	[consensus,intra_dup]	morph✓
217	sPItI -> sPIti	[consensus,intra_dup]	
217	susaMBfta -> susaMvfta	[consensus,intra_dup]	morph✓
217	svayaMBfta -> svayaMvfta	[consensus,intra_dup]	morph✓
217	wup -> tup	[consensus,intra_dup]	morph✓
216	baDna -> vaDna	[consensus,intra_dup]	morph✓
216	jin -> jim	[consensus,intra_dup]	morph✓
216	nATava -> mATava	[consensus,intra_dup]	morph✓
216	palyAna -> palyARa	[consensus,intra_dup]	morph✓
216	quRquka -> duRquka	[consensus,intra_dup]	morph✓
216	rAyana -> rAyaRa	[consensus,intra_dup]	morph✓
216	udvAma -> udvAna	[consensus,intra_dup]	morph✓
216	vakraRa -> vakrama	[consensus,intra_dup]	morph✓
216	vazkiha -> bazkiha	[consensus,intra_dup]	morph✓
214	kuhurava -> kuhUrava	[consensus,intra_dup]	
214	nirAsaka -> nirASaka	[consensus,intra_dup]	
214	pApapUruza -> pApapuruza	[consensus,intra_dup]	
214	sman -> Sman	[consensus,intra_dup]	
214	upakula -> upakUla	[consensus,intra_dup]	
213	asaMDita -> asaMdita	[consensus,intra_dup]	
213	prAsya -> prASya	[consensus,intra_dup]	
212	OpavasTa -> Opavasta	[consensus,intra_dup]	
212	SESika -> SEzika	[consensus,intra_dup]	
212	gurudevata -> gurudEvata	[consensus,intra_dup]	
212	nigadana -> nigaqana	[consensus,intra_dup]	
212	vrAjin -> BrAjin	[consensus,intra_dup]	
210	AbuDya -> abuDya	[consensus,intra_dup]	
210	Adat -> adat	[consensus,intra_dup]	
210	AtmaSlAGa -> AtmaSlAGA	[consensus,intra_dup]	
210	BAraga -> Baraga	[consensus,intra_dup]	
210	BaktAruci -> Baktaruci	[consensus,intra_dup]	
210	Cekala -> CekAla	[consensus,intra_dup]	
210	Dvajahfta -> DvajAhfta	[consensus,intra_dup]	
210	PalaKelA -> PAlaKelA	[consensus,intra_dup]	
210	SEvAlin -> SEvalin	[consensus,intra_dup]	
210	SIrzAhArya -> SIrzahArya	[consensus,intra_dup]	
210	aSvahfdayA -> aSvahfdaya	[consensus,intra_dup]	
210	anupADi -> anupaDi	[consensus,intra_dup]	
210	ayAva -> ayava	[consensus,intra_dup]	
210	cawukAra -> cAwukAra	[consensus,intra_dup]	
210	dIrGatuRqa -> dIrGatuRqA	[consensus,intra_dup]	
210	dakziRAtva -> dakziRatva	[consensus,intra_dup]	
210	dvimAtrA -> dvimAtra	[consensus,intra_dup]	
210	gaReruka -> gaRerukA	[consensus,intra_dup]	
210	grahaDAra -> grahADAra	[consensus,intra_dup]	
210	kAlUtara -> kalUtara	[consensus,intra_dup]	
210	kalpitA -> kalpita	[consensus,intra_dup]	
210	kftasapatnikA -> kftasApatnikA	[consensus,intra_dup]	
210	kfzRatArA -> kfzRatAra	[consensus,intra_dup]	
210	kfzRavAsa -> kfzRAvAsa	[consensus,intra_dup]	
210	locanamaya -> locanAmaya	[consensus,intra_dup]	
210	mAtaNgaja -> mataNgaja	[consensus,intra_dup]	
210	moraka -> morAka	[consensus,intra_dup]	
210	nirdigDA -> nirdigDa	[consensus,intra_dup]	
210	pArda -> parda	[consensus,intra_dup]	
210	pAripAlya -> paripAlya	[consensus,intra_dup]	
210	paYci -> pAYci	[consensus,intra_dup]	
210	parAYjana -> paraYjana	[consensus,intra_dup]	
210	pfzWavah -> pfzWavAh	[consensus,intra_dup]	
210	prAgBava -> prAgBAva	[consensus,intra_dup]	
210	praSAsya -> praSasya	[consensus,intra_dup]	
210	pradAva -> pradava	[consensus,intra_dup]	
210	pratipAdukA -> pratipAduka	[consensus,intra_dup]	
210	raktahaMsa -> raktahaMsA	[consensus,intra_dup]	
210	rudrasenA -> rudrasena	[consensus,intra_dup]	
210	saMBAva -> saMBava	[consensus,intra_dup]	
210	saMBavya -> saMBAvya	[consensus,intra_dup]	
210	saMDivigrahika -> sAMDivigrahika	[consensus,intra_dup]	
210	samAtIta -> samatIta	[consensus,intra_dup]	
210	samAvApti -> samavApti	[consensus,intra_dup]	
210	sapattrA -> sapattra	[consensus,intra_dup]	
210	sarvamAya -> sarvamaya	[consensus,intra_dup]	
210	sukarRika -> sukarRikA	[consensus,intra_dup]	
210	talaSabda -> tAlaSabda	[consensus,intra_dup]	
210	vANgAla -> vaNgAla	[consensus,intra_dup]	
210	vAsAta -> vAsata	[consensus,intra_dup]	
210	vajrAkAra -> vajrAkara	[consensus,intra_dup]	
210	vasnikA -> vasnika	[consensus,intra_dup]	
210	vfdDagArga -> vfdDagarga	[consensus,intra_dup]	
209	cApawa -> capawa	[consensus,intra_dup]	
209	dviguRAy -> dviguRay	[consensus,intra_dup]	
209	samalI -> samAlI	[consensus,intra_dup]	
207	SItaparRi -> SItaparRI	[consensus,intra_dup]	
207	bandIgraha -> bandigraha	[consensus,intra_dup]	
207	kUcIkA -> kUcikA	[consensus,intra_dup]	
207	nIvezya -> nivezya	[consensus,intra_dup]	
207	nika -> nIka	[consensus,intra_dup]	
207	parIsaryA -> parisaryA	[consensus,intra_dup]	
207	sattrI -> sattri	[consensus,intra_dup]	
207	vAguji -> vAgujI	[consensus,intra_dup]	
207	varRI -> varRi	[consensus,intra_dup]	
207	vikriqa -> vikrIqa	[consensus,intra_dup]	
206	SiliMDra -> SilIMDra	[consensus,intra_dup]	
206	liptI -> lipti	[consensus,intra_dup]	
206	pratIhartar -> pratihartar	[consensus,intra_dup]	
206	suguptI -> sugupti	[consensus,intra_dup]	
204	BarUja -> Baruja	[consensus,intra_dup]	
204	SamasTalI -> samasTalI	[consensus,intra_dup]	
204	kaYcula -> kaYcUla	[consensus,intra_dup]	
204	maDyamapUruza -> maDyamapuruza	[consensus,intra_dup]	
204	sAriPala -> SAriPala	[consensus,intra_dup]	
204	saMBu -> SaMBu	[consensus,intra_dup]	
204	srAvayitavya -> SrAvayitavya	[consensus,intra_dup]	
204	svaBakza -> SvaBakza	[consensus,intra_dup]	
204	viSoQa -> visoQa	[consensus,intra_dup]	
203	ADAtavya -> AdAtavya	[consensus,intra_dup]	
203	SiroDAman -> SirodAman	[consensus,intra_dup]	
203	dfzwaraTa -> DfzwaraTa	[consensus,intra_dup]	
203	kiMpUruza -> kiMpuruza	[consensus,intra_dup]	
203	koWaka -> kowaka	[consensus,intra_dup]	
203	kuruRWa -> kuruRwa	[consensus,intra_dup]	
203	vyadya -> vyaDya	[consensus,intra_dup]	
202	JAwali -> jAwali	[consensus,intra_dup]	
202	Ola -> ola	[consensus,intra_dup]	
202	aprayAvan -> aprayAvam	[consensus,intra_dup]	
202	arbuka -> arvuka	[consensus,intra_dup]	
202	dEvAvfD -> devAvfD	[consensus,intra_dup]	
202	devAripa -> dEvAripa	[consensus,intra_dup]	
202	ekapadika -> Ekapadika	[consensus,intra_dup]	
202	gOrAwikA -> gorAwikA	[consensus,intra_dup]	
202	gaqAKya -> gadAKya	[consensus,intra_dup]	
202	kanakaPala -> kanakapala	[consensus,intra_dup]	
202	karRaja -> karmaja	[consensus,intra_dup]	
202	kzIrapAna -> kzIrapARa	[consensus,intra_dup]	
202	praniMsitavya -> praRiMsitavya	[consensus,intra_dup]	
202	pratAn -> pratAm	[consensus,intra_dup]	
202	pravaBra -> prabaBra	[consensus,intra_dup]	
202	prayApana -> prayApaRa	[consensus,intra_dup]	
202	pukkaza -> pukkaSa	[consensus,intra_dup]	
202	rOra -> rora	[consensus,intra_dup]	
202	sUraTa -> sUrata	[consensus,intra_dup]	
202	sanAlI -> samAlI	[consensus,intra_dup]	
202	somI -> sOmI	[consensus,intra_dup]	
202	strIsaKa -> strIzaKa	[consensus,intra_dup]	
202	sugITa -> sugIta	[consensus,intra_dup]	
202	svopaSa -> svOpaSa	[consensus,intra_dup]	
202	upagITa -> upagIta	[consensus,intra_dup]	
202	varuRadEva -> varuRadeva	[consensus,intra_dup]	
201	yAtavE -> yAtave	[consensus,intra_dup]	
155	ja|u -> (flag)	[charset]	
154	goopaSa -> (flag)	[phonotactic]	
154	sahasramI|a -> (flag)	[charset]	
153	raTo|a -> (flag)	[charset]	
152	nF~HpraRetra -> (flag)	[phonotactic]	
152	sAmU|ika -> (flag)	[charset]	
