# FILE-FIRST verification verdicts, 2026-07-02. Sonnet 5 (claude-sonnet-5) mechanical
# verification vs csl-orig entry text; Fable 5 (claude-fable-5) adjudication of the 28 flags.
# verdict: PASS (file) | SCAN-FIRST (file; scan is decisive) | EDITORIAL (duplicate/apparatus
# collision - editor chooses merge vs respell) | DNF (do-not-file) | DROP (stale/already fixed)
dict	wrong	right	verdict	note
ACC	zadarTasaMkzepa	zaqarTasaMkzepa	SCAN-FIRST	zaq- sandhi before voiced stop grammar-certain; bare citation; scan decides [sonnet: FLAG (evidence-not-found) — L47480 wrong body = citation only ('vedanta by Ramamisra. Quoted in Nyayasiddhanjana'), no internal contradiction; right form zaqarTasaMkzepa L26409 ('Quoted by Srinivasadasa in Yatindramatadipika') is a separate independent citation with no overlap -- retroflex-d plausible but unconfirmed internally, evidence MISSING as labeled]
ACC	zadftuvarRana	zaqftuvarRana	PASS	L47481 wrong is isolated singleton (kavya by Krsna Bhatta. Bd.475); right form zaqftuvarRana (retroflex q) has 2 well-attested entries (Burnell/by Vrajaraja Diksita/Kavyamala; by Visvesvara son of Laksmidhara/Kavyamala VIII,52) -- both kavya works cataloged via Kavyamala, same genre/naming convention makes retroflex-d the standard spelling; direction correct though not a literal shared-citation match
PWG	BAvavanDana	BAvabanDana	PASS	own derivation `(BAva + ba˚)` spells the second element with b, contradicting headword's -vanDana. No collision (BAvabanDana not a separate existing headword).
PWG	Dabalapakza	Davalapakza	PASS	gloss `Gans` (goose) = dhavala-pakṣa "white-winged"; semantic match confirmed, though the abbreviated derivation `(Da˚ + pakza)` is truncated in-body so the b/v element isn't spelled out in full. No collision.
PWG	arTavanDa	arTabanDa	PASS	body quotes `lalitArTabanDaM pattre niveSitamudAharaRaM priyAyAH` verbatim -- with b -- directly contradicting headword's -vanDa. Matches corrections_draft/PWG/readme.md's own worked example exactly.
PWG	avakaSa	avakASa	PASS	body quotes `nakzatrARAmavakASena` (long A instantiated inline in the citation); no collision (avakASa not a separate hw).
PWG	biBedayisu	biBedayizu	PASS	desiderative-of-causative suffix -izu: Satva after i is exceptionless; morphology is the evidence [sonnet: FLAG — evidence-not-found: body derivation `(vom desid. des caus. von Bid)` confirms the desiderative-of-causative morphology claim, but does not itself spell -izu/-isu anywhere in the visible text -- the s->z direction is a sandhi/morphology rule (desiderative suffix -iṣu after i), not a literal in-body contradiction. Needs scan to confirm rendering.]
PWG	dIvAkIrtya	divAkIrtya	PASS	own derivation `(divA + kI˚)` uses short i; AND divAkIrtya entry itself is marked `(so zu lesen)` = "read thus" (PWG's own errata pointer). Automated exact-match missed this due to degree-sign vs ring-above unicode mismatch in worklist evidence text.
PWG	duzwu	duzWu	EDITORIAL	the duzWu "entry" is an errata note about an unrelated correction; real duzwu (hom.2) independently cited — collision with apparatus [sonnet: FLAG — direction-doubt/homograph: the `duzWu` entry text is `Z. 3 lies duzwu st. suzwu` -- PWG's OWN errata note about an unrelated correction (read duzwu instead of suzwu elsewhere), not a spelling of the headword being verified. The `duzwu` (hom.2, `duz+sTu`, "ill-behaved") entry is a real, independent, well-cited headword. Applying this correction would collide the real word with an unrelated apparatus note. Do not file.]
PWG	paRavanDa	paRabanDa	PASS	own derivation `(paRa + ba˚)` spells the second element with b (ba-), contradicting headword's -vanDa. CAUTION: paRabanDa also exists as its own separate headword (different citation: DAŚAK/BENF vs RAGH) -- direction is still supported by paRavanDa's own internal derivation, but verify on scan these are not two independently attested compounds before merging.
PWG	pfzwavanDu	pfzwabanDu	EDITORIAL	both spellings independently glossed/cited (RV 3,20,3) — attested-variant class (cf. reviewed-out ketunAlin) [sonnet: FLAG — direction-doubt: pfzwavanDu ("perhaps: one who has sought out his kin, guest of his kinsfolk") and pfzwabanDu (RV 3,20,3 citation, hom.1, `pfzwa+ba˚`, "clinging kin") are both independently glossed with their OWN separate citations/derivations in current csl-orig -- resembles the readme's own reviewed-out 'attested variant' class (cf. ketunAlin/ketumAli) rather than a clean typo. `vgl. banDupfcC` in pfzwavanDu's body does support b-spelling generally, but the two headwords look like separately-standing entries; scan should confirm before merging.]
PWG	tarAvalI	tArAvalI	PASS	body reads `tArARAM saMKyayA padyEryuktA tArAvalI matA` -- own citation spells the first element tArA- (long A), contradicting headword tarA-.
PWG	tfzitottara	tfzitottarA	PASS	own gender marker `<lex>f.</lex>` (feminine plant name, N. einer Pflanze aSanaparRI) contradicts the headword's masculine/neuter-looking -ottara ending; feminine forms of -uttara take long final -A. No collision (tfzitottarA not separately attested).
PWG	yajYamus	yajYamuz	PASS	body derivation names root "2. muz" — that IS the internal contradiction; -muz certain [sonnet: FLAG — evidence-not-found: body derivation `(yajYa + 2. muz)` does spell muz consistently -- but muz IS the root name PWG cites for the headword class marker; no internal s/z contradiction visible in the 500-char body. The s->z argument is a morphological/sandhi claim (root muz + nominal suffix -> -muz not -mus), not a literal quoted self-contradiction. Needs scan.]
MCI	arunDatIvAwa	arunDatIvawa	PASS	L998 body: 'Name of a tirtha...advised by Pulastya to visit Arundhativata 3.82.37 (Name of a banyan tree situated near the Samudraka tirtha?)' -- IAST citation 'Arundhativata' uses short final -a (vawa, banyan-tree vata) contradicting the long-final-A headword vAwa; direction correct, vata='banyan' etymology as stated in evidence field
MCI	asvaSiras	aSvaSiras	PASS	L1008 body: 'Name of a tirtha...Brhadasva...went to Asvasiras to bathe (dattva casvasiro 'gacchad upasprastum...)' -- IAST citation 'casvasiro' = ca+asvasiras uses s-with-acute/s-with-caron (sibilant s), contradicting the dental-s headword; direction correct, genuine keying error per readme methodology
MCI	baliha	balIha	PASS	L2408 body: 'Name of a people...Arkaja was then the king of Balihas (...arkajas ca balihanam) 5.72.11,14' -- IAST citation 'Balihas'/'balihanam' uses long-i (balIha) contradicting the short-i headword; direction correct
MCI	brahmopanisad	brahmopanizad	PASS	L749 body: 'Name of a text...learnt it...(sa raja rajadharmams ca brahmopanisadam tatha...)' -- IAST citation 'brahmopanisadam' uses retroflex s-dot-under (za, transliterated in the printed IAST as a s-under-dot which corresponds to SLP1 z) contradicting the dental-s headword; direction correct per readme
MCI	dakzinApaTa	dakziRApaTa	PASS	L2312 body: 'Name of the southern region; its people referred to as daksinapathavasin (5.19.23)...Talavaras...born in Daksinapatha (daksinapathajanmanah) did not believe...' -- repeated IAST citations 'daksinapathavasin'/'daksinapathajanmanah' use retroflex-n (dakziRApaTa) contradicting the dental-n headword; direction correct
MCI	kikawa	kIkawa	PASS	L2205 body: 'Name of a people...regarding the Kikatas...the Kikatas were followers of bad religion (kikatatavin...vivarjayet)' -- IAST citation 'Kikatas'/'kikatatavin' uses long-i (kIkawa) contradicting the short-i headword; direction correct
MCI	mAkandi	mAkandI	PASS	L2451 body: 'Name of the southern part of the Pancala country...(makandim atha gangayas tire.../daksinams caiva pancalan yavac carmanvati nadi)...(rajasi daksine kule bhagirathyaham...uttare/)' -- IAST citation 'makandim' (accusative of long-final-i stem) confirms long-I (mAkandI), contradicting the short-i headword; direction correct
MCI	mahAnadi	mahAnadI	PASS	L1518 body context ('...caiva samuddharet...Finds mention in the Daivat...') -- readme states body has punya caiva mahanadi with long-i (mahanadI); entry describes a river name, long-final-i is standard nadI 'river' morphology; direction correct, homograph note: mahAnadI also exists as separate headword elsewhere in MCI.txt but describes a DIFFERENT/additional citation of the same river name class, not a distinct referent -- not disqualifying
MCI	supratika	supratIka	PASS	entry's own prose uses long-I throughout; note: entry itself may be stray duplicate of SupratIka1 — editor may prefer merge [sonnet: FLAG (homograph|possibly-duplicate-entry) — L386 wrong entry (bare '{@Supratika,@}' with trailing comma, unusual key format) describes Bhagadatta's elephant in extensive detail, repeatedly spelling the name 'Supratika' (long-i, dental... actually long-I per readme) throughout its OWN body prose ('Supratika whose body...', 'the kula of Supratika', 'killed by Satyaki') -- same referent as the fully-detailed right-form entry at L384 (Supratika1, 'Name of Bhagadatta's elephant', matching combat narrative in Books 6-7); L386 appears to be a stray/duplicate re-entry of the same elephant under a variant key rather than a distinct name -- evidence supports the vowel-length correction (headword vs body both should be long-i) but flag for human review since L386 may be a redundant duplicate entry rather than a simple headword typo]
MCI	vEsAKa	vESAKa	PASS	L943 body: 'Name of a month, also called Madhava...in the month of Madhava (madhave masi)...(Ni. on Bom.Ed.: madhave vaisakhe)...spent the month of Vaisakha (nistared ekabhaktena vaisakham)' -- prose repeatedly cites 'Vaisakha' (retroflex/palatal s = s-caron) contradicting the dental-s headword vEsAKa; direction correct
MW	Bawwaraka	BawwAraka	EDITORIAL	short-a form is an L.-sourced lexicographers' variant MW may record deliberately; scan decides [sonnet: FLAG — direction-doubt: Bawwaraka (`mf(ikA)n. venerable, L.`) is a short, single-source (L. = lexicographers) gloss; BawwAraka already exists richly as its own 5-sense headword (`a great lord, venerable...esp. of Buddhist teachers...`, sourced W. and others). Plausible near-duplicate, but could equally be an attested short-vowel variant recorded by the lexicographers (L.) distinct from the well-attested BawwAraka. No internal self-contradiction in Bawwaraka's own body. Needs scan.]
MW	akzAMsa	akzAMSa	SCAN-FIRST	akza+aMSa "degree" compound-certain; body silent; scan decides [sonnet: FLAG — evidence-not-found: body is only `m. a degree of latitude` -- no internal spelling contradiction. akzAMSa does not exist elsewhere as a headword either (0 entries), so this can't be checked against a sibling entry. The ś/s argument (aṃśa 'portion' morpheme) is purely an external etymological claim not confirmed by the entry's own text.]
MW	kattfna	kattfRa	EDITORIAL	kattfRa already exists as its own MW entry (L42680) — duplicate-pair, not typo+fix; scan decides [sonnet: FLAG — already-fixed/homograph: kattfRa (dental vs retroflex distinguished, k2=`kat-tfRa`) ALREADY EXISTS as its own separate headword (L42680) near kattfna (L42856-7, k2=`kat—tfna`, 2 senses incl. Pistia Stratiotes). These read as two distinct MW headwords (possibly true homographs / different plants), not typo+correction. The ṇatva argument is a general Sanskrit phonology rule, not confirmed by kattfna's own body text (just 'a fragrant grass, Suśr.'). Do not merge without checking both entries against the scan.]
MW	prativoDavya	prativoQavya	SCAN-FIRST	voQavya is the only formable gerundive of vah — variant reading fails grammatically; scan confirms [sonnet: FLAG — direction-doubt: prativoDavya has its own full independent gloss (`mfn. to be carried home, R.`); prativoQavya is a bare cross-reference entry (`See under prati√ vah, col. 1`) that ALREADY EXISTS separately. Both are attested MW headwords with different citations (R. vs a col.-1 pointer) -- resembles an attested-variant pair rather than a body-confirmed typo. The gerundive-formation argument (vah -> voḍhavya) is a grammatical rule, not an in-body self-contradiction of prativoDavya's own entry.]
SKD	hitAbalI	hitAvalI	PASS	own derivation `hitAnAM AvalI yatra` spells the second element with v (AvalI); Hindi gloss `hiyAvalI` also uses v. Headword's b directly contradicted by its own etymology. No collision (hitAvalI not separately attested).
SKD	pUzaBAzA	pUzaBAsA	PASS	own derivation `pUzeva sUryya iva BAsate iti . BAsa + ac . wAp` derives from root BAs (palatal s); headword spells the suffix with retroflex z. Self-contradicting. No collision.
SKD	vfzaBAzA	vfzaBAsA	PASS	own derivation `vfzeRa DarmmeRa BAsate iti . BAsa + ac` again from root BAs (palatal s); headword's z contradicted. No collision.
WIL	boDidruna	boDidruma	PASS	own etymology `E. boDi knowledge, druma a tree` and inflection marker `-maH` both spell the second element druma (m), contradicting headword's boDidruna (n). No collision (boDidruma not separately attested).
WIL	jAmbabat	jAmbavat	PASS	own inflection `-vAn` and etymology `jAmba + matup affix; also jAmbuvat` both confirm v-spelling; headword's b is the error. No collision (jAmbavat not separately attested).
WIL	kaNkalodya	kaNkaloqya	PASS	own paradigm form `-qyaM` (retroflex q) contradicts headword's dental d in `-lodya`. No collision (kaNkaloqya not separately attested).
PW	Bagama	BagaRa	PASS	gloss `der Umlauf der Gestirne` (revolution of the constellations) is textually near-identical to BagaRa's own sense 2 `der Umlauf im Zodiakus...Auch überh. Umlauf (eines Planeten)` (revolution in the zodiac / of a planet) -- strong duplicate-gloss match, matches the task's own worked example (Bagama->BagaRa Umlauf der Gestirne) verbatim.
PW	hemana	hEmana	EDITORIAL	*-prefixed = Boehtlingk's editorially-constructed form; hEmana hom.2 exists separately — intentional-apparatus risk [sonnet: FLAG — direction-doubt: headword itself is `*`-prefixed (`*{#hemana#}`) -- PW's own convention for an editorially-CONSTRUCTED headword (flagged explicitly in the worklist evidence and in CLAUDE.md's csl-orig notes as needing scan verification). Body reads `Adj. von 2. heman` ("adjective from 2. heman") -- a cross-reference to the existing hEmana hom.2 entry (`Adj. golden`), which already exists separately. This looks like PW's own intentional back-formation pointer, not a simple digitization typo -- do not blind-merge; check the scan for the asterisk convention.]
VCP	camIkara	cAmIkara	PASS	own gloss states explicitly `...yadyogAt svarRaM cAmIkaramityucyate` = "...by that combination gold is called cāmīkara" -- the entry's own text names the correct form cAmIkara verbatim, directly contradicting its own headword spelling camIkara.
GST	aprakaraRika	aprAkaraRika	PASS	L5597 body confirms literally: "E. {#a#} neg. and {#prAkaraRika#}." (etymology explicitly spells the stem with long A: prAkaraRika) and the quoted Kāvyaprakāśa citation reads "aprAkaraRikasyABiDAnena prAkariRakasyAkzepo'prastutapraSaMsA" -- both occurrences in the entry itself use long ā (SLP1 'A'), directly contradicting the short-a headword 'aprakaraRika'. Evidence fully confirmed verbatim in the entry body.
# --- net-new FILE-FIRST rows from the union-across-runs passes, verified 04-08-2026 (H2274). Mechanical verification: Sonnet 5 (claude-sonnet-5) against the entry text (locate/evidence/direction/collision); adjudication of flags: Fable 5 (claude-fable-5). Sources: union_d7.tsv (D7/H1471), union_d9.tsv (D9/H1709).
ACC	keSAvAditya	keSavAditya	EDITORIAL	L5027 {#keSAvAditya#} 'Nalodayaṭīkā. B. 2, 86. Peters. 3, 395.' — right spelling keSavAditya already exists as its own entry L5026 ('See Keśavārka'). Respell would duplicate k1.
ACC	pattrAvalAmbana	pattrAvalambana	EDITORIAL	L34363 'vedānta, by Vallabha Dīkṣita. IO. 2366.' — right spelling pattrAvalambana already exists as its own entries L12737/L44588 (same author/work formula). Collision.
ACC	ramalAsAra	ramalasAra	EDITORIAL	L40875 'by Śrīpati, son of Lakṣmīnṛsiṃha Bhaṭṭa. Ulwar 1935.' — right ramalasAra already exists as its own entries L19220/L36158/L46005. Collision.
ACC	somavArAvrata	somavAravrata	EDITORIAL	L47962 {#somavArAvrata#} 'AK 208.' — right somavAravrata already exists as its own entry L28851 ('Burnell 145b. Taylor...'). Collision, distinct citations.
ACC	veNkaweSamaNgalaSAsana	veNkaweSamaNgalASAsana	EDITORIAL	L46865 '(school of Rāmānuja). Bd. 189.' — right veNkaweSamaNgalASAsana already exists as its own entries L23410/L37312. Collision.
GST	aDoGaRWA	aDoGaRwA	PASS	L1999: '{#aDoGaRWA#}¦ Bahuvr. f. ({#-RwA#}) A plant (Acheranthes aspera). See {#apAmArga#}. E. {#aDas#} and {#GaRwA#}.' Body uses lowercase w twice (-RwA, GaRwA); headword's capital W is the outlier.
PWG	citrikA	citrika	PASS	'{#citrikA#} (von {#citrA#}) <lex>m.</lex> = {#cEtrika#} der Monat Caitra' - masc. a-stem gloss + equivalence to cEtrika conflicts with long-A headword; entry's own <lex>m.</lex> tag supports citrika.
PWG	kxptakIla	kxptakIlA	PASS	'{#kxptakIla#} (kxpta + kIla) <lex>f.</lex> Rechtsurkunde' - fem. gender tag on a headword ending in short -a is grammatically inconsistent for an a-stem; fem. -A stem (kxptakIlA) is exceptionless here.
PWG	mAlArizwa	mAlArizwA	PASS	'{#mAlArizwa#} (wohl mAlA + a˚) <lex>f.</lex> eine best. Pflanze, = {#pAcI#}' - fem. plant-name gloss on short-a headword; fem. a-stem nouns take -A, matching pAcI's own -I fem. ending pattern.
PWG	pARivanDa	pARibanDa	PASS	'{#pARivanDa#} (pA˚ + ba˚) <lex>m.</lex> die Verbindung der Hände' - the entry's own derivation parenthetical explicitly gives the second member as 'ba˚', directly contradicting headword spelling 'van'.
SHS	BUjajyA	BujajyA	SCAN-FIRST	L29550: '{#BUjajyA#} f. (-jyA) The base sine, (in astronomy.)' No etymology; entry itself doesn't say Buja 'arm'. Correction relies on external identification (base sine=bhujajyA), not entry-internal evidence.
SHS	BadrapIwa	BadrapIWa	SCAN-FIRST	L29089: 'n. (-waM) 1. A splendid seat, a throne. 2. A king of winged-insect.' No etymology given; pIWa='seat' identification is external lexical knowledge, entry itself is silent on the spelling.
SHS	BrAtfbala	BrAtfvala	PASS	L29921: 'mfn. (-laH-lA-laM) Having a brother. E. {#BrAtf, valac#} aff.' Own etymology names affix valac, which yields -vala, not -bala.
SHS	DubakA	DuvakA	PASS	L20669: 'f. (-kA) ... E. {#DU#} to agitate, {#kvun#} Unadi aff.' DU+kvun regularly inserts a v-glide (Duvaka), matching neighbouring Duvana/Duvitra pattern; entry's own etymology supports v not b.
SHS	aByupetyaSuSrUzA	aByupetyASuSrUzA	PASS	L2757: 'f. (-zA) A head or title of law... E. {#aByupetya#} having engaged, {#a#} neg. {#SuSrUzA#} service.' a+a sandhi (exceptionless) of aByupetya+a-neg+SuSrUzA gives long A: aByupetyASuSrUzA.
SHS	dibA	divA	PASS	L18983: 'ind. By day, the day. E. {#div#} to play, &c. affix {#kA#}.' Entry's own etymology gives root div (not dib), directly contradicting the headword spelling dibA.
SHS	dudyuzu	dudyUzu	SCAN-FIRST	L19224: 'mfn. (-zuH-zuH-zu) Wishing to play with or brandish. E. {#div#} to play, desid. form, irr., {#u#} aff.' Entry doesn't state vowel length; long-U in desiderative dudyUzu relies on external morphological pattern (cf. duDUzat/buBUzu), not stated in entry.
SHS	dvindriyagrAhya	dvIndriyagrAhya	PASS	L20218: 'mfn. ... Perceptible by two senses... E. {#dvi, indriya#} an organ of sense, {#grAhya#} to be seized.' i+i vowel sandhi (exceptionless) of dvi+indriya gives long I: dvIndriya-.
SHS	gaNgAdbAra	gaNgAdvAra	PASS	L12944: 'n. (-raM) The place where the Ganga enters the plains; also Haridwar. E. {#gaNgA#}, and {#dvAra#} gate.' Own etymology explicitly spells dvAra, so 'db' in headword is a clear scan/print error.
SHS	jamBari	jamBAri	PASS	L15872: 'm. (-riH) 1. INDRA'S thunderbolt... E. {#jamBa#} the demon, and {#ari#} a foe. {#jamBasya ... ariH#}' a+a sandhi (exceptionless) of jamBa+ari gives long A: jamBAri.
SHS	jvAlajihva	jvAlAjihva	PASS	'E. jAlA (=jvAlA), and jihvA a tongue' - first member is jvAlA (long A), gloss 'whose tongue is flame' confirms jvAlA-jihvA compound; no jvAlAjihva collision.
SHS	krOYcAdAna	krOYcAdana	PASS	'E. krOYca the heron, and adana eating' - krOYca+adana sandhi gives krOYcAdana (short a in -dana); no collision entry found.
SHS	kzaRadAcAra	kzaRadAcara	PASS	'E. kzaRadA night, and cara who or what goes' - second member is cara (short a), giving kzaRadAcara; no collision entry found.
SHS	metrAvaruRa	mEtrAvaruRa	PASS	'E. mitra the sun, varuRa the deity of water, aR aff.' - aR taddhita affix triggers vrddhi of first vowel (mitra->mEtra), giving mEtrAvaruRa exceptionlessly; no collision.
SHS	muzwimuzwi	muzwImuzwi	PASS	'Fist to fist... E. muzwi repeated in this sense, and the final made long' - entry itself states the final vowel of the first member is lengthened, giving muzwImuzwi; no collision.
SHS	nErASyA	nErASya	PASS	'n. (-SyaM) Despair. E. nirASa, and zyaY aff.' - neuter nominative stem ending in -SyaM requires stem nErASya (short final a), contradicting key's long-A ending; no collision.
SHS	navagrahA	navagraha	PASS	'm. plu. (-hAH) The nine planets... E. nava for navan, and graha a planet' - stem graha is short-a per etymology; nom.pl. -hAH is separate from stem; no collision.
SHS	pAripAWya	pAripAwya	PASS	'n. (-WyaM) Regularity... E. pari-pAwI orderly course, zyaY aff.' - base is pAwI (dental/retroflex t, not W), so derived word is pAripAwya; no collision.
SHS	padminIballaBa	padminIvallaBa	PASS	Entry: 'The sun. E. padminI a lotus, and ballaBa a friend.' SHS's own vallaBa (L35471) glosses 'a lover, a husband, a friend'; no ballaBa headword exists. Etymology component resolves internally to vallaBa; fix headword AND the {#ballaBa#} in E.
SHS	parRarUh	parRaruh	PASS	'm. (-ruw) The spring.' - nom. -ruw derives from root ruh (short u); compound-final -ruh from ruh+kvip is never long; no collision entry found.
SHS	parikzaRa	parIkzaRa	PASS	L23840: 'n. (-RaM) Trial, experiment, examination. E. pari about, Ikz to see, aff. lyuw.' Ikz is inherently long-I root; pari+Ikz=parIkz-. No parIkzaRa entry (no collision).
SHS	parinala	parimala	PASS	L23652: 'An exquisite scent... E. pari extension, mal to increase, aff. ac.' pari+mal=parimala; next entry parimalita (L23653) cites 'E. parimala'. No parimala collision.
SHS	paripadIn	paripadin	PASS	L23589: 'm. (-dI) An enemy. E. pari against, pad to go, ini aff.' SHS heads -in stems by the bare stem (cf. paripanTin m.(-nTI)); no paripadin collision.
SHS	prARinizu	prARiRizu	SCAN-FIRST	L27826: 'mfn. Wishing for life. E. prARa nom. v., desid, form, u aff.' Etymology doesn't state the n/R distinction itself; natva (R...n uninterrupted by blockers) is the deciding rule. No collision.
SHS	pracayaRa	pracayana	SCAN-FIRST	L26189: 'n. (-RaM) Collecting, gathering.' No etymology given at all; palatal c blocks natva (exceptionless), so pracayana is grammar-certain though entry is silent. No collision.
SHS	pranipAta	praRipAta	PASS	L26329: 'Salutation... E. pra and ni before, pat to go, aff. GaY.' r in pra + n in ni, uninterrupted -> natva applies (exceptionless); neighbour praRipAtarasa (L26330) confirms the praRi- block. No collision.
SHS	pravyahAra	pravyAhAra	SCAN-FIRST	L27446: 'm. Prolongation of discourse.' No etymology field given. vi+A (vowel sandhi i+A->yA, exceptionless) yields pravyAhAra; entry itself silent on spelling. No collision.
SHS	saMyuyuzu	saMyuyUzu	SCAN-FIRST	L41590: 'mfn. Wishing to mix, join... E. sam before yu to join, desid. v., u aff.' Etymology doesn't spell out vowel length of desiderative reduplication; yuyUzati is the attested desid. form. No collision.
SHS	tEmana	temana	PASS	L17859: 'Wetting, moistening... E. tim to be or become wet, affix lyuw.' lyuT triggers guna (i->e), not vrddhi (i->E); tim->tem is exceptionless. No temana collision.
SHS	vAgvanDana	vAgbanDana	PASS	L35726: 'Stopping any one's speech. E. vAk, vanDana obstructing.' banDana (from bandh, to bind) is the consistent spelling used across dozens of SHS compounds (aYjalibanDana, udbanDana, etc.); 'vanDana' here is an isolated v/b typo. No vAgbanDana collision.
SHS	virukzaRa	virUkzaRa	PASS	E. {#vi#} before {#rUkz#} to be rough, aff. {#lyuw#} (L37313). Etymology gives long-U root rUkz, so headword should be virUkzaRa. No collision: no separate virUkzaRa entry in shs.txt.
SKD	mahotka	mahotkA	PASS	L26941 k1>mahotka: 'mahotka¦, strI, (mahAn utkaH darSanotsuko loko yasyAH .) vidyut . iti kecit ..' Fem bahuvrihi (strI + yasyAH) requires stem ending -A; short -a contradicts gender/etymology. No k1>mahotkA collision found in skd.txt.
WIL	paYcaSErizaka	paYcaSErIzaka	PASS	L22891: 'E. {paYca}, and {SirIza} Mimosa sirisha, {WaY} aff.' Vrddhi of SirIza retains long I, giving SErIzaka; entry's own etymology supports long I over short i.
WIL	vapuzmAt	vapuzmat	PASS	L33595: infl. '{-zmAn-zmantI-zmat}' and 'E. {vapus}, and {matup} aff.' The matup stem is -zmat (masc.), not -zmAt; entry's own inflection line supports the correction.
YAT	AkASabartman	AkASavartman	SCAN-FIRST	L4332 '{#AkASa-bartman#} (rtma) 5. n. Firmament.' Bare gloss, no etymology/xref bearing on b/v; entry itself silent on spelling.
YAT	BImabikrama	BImavikrama	SCAN-FIRST	L28117 '{#BIma-bikrama#} (maH-mA-maM) a. Gigantic.' Bare adjective def, no internal evidence besides declension pattern; no xref to disambiguate b/v.
YAT	BawwArakabAra	BawwArakavAra	SCAN-FIRST	L27690 '{#BawwAraka-bAra#} (raM) 1. n. Sunday.' Bare gloss, no etymology/xref in entry; correction rests on external knowledge that vAra=day.
YAT	BrAtfbala	BrAtfvala	SCAN-FIRST	L28501 '{#BrAtf-bala#} (laH-lA-laM) a. Having a brother.' Next entry L28502 BrAtfmat 'Idem' confirms meaning but not the b/v spelling itself; entry silent on that point.
YAT	Gftabara	Gftavara	SCAN-FIRST	L13959 '{#Gfta-bara#} (raH) 1. m. A sweetmeat.' Bare gloss, no etymology/xref bearing on spelling.
YAT	aBizizenayizu	aBizizeRayizu	PASS	L2143 '{#aBi-zizenayizu#} (zuH-zuH-zu) a. Desirous of sending forth an army.' Same dict L2148 '{#aBi-zeRana#} n. March to repel an enemy' shows retroflex R after z in the same root; natva (retroflexion of n after preceding z within the word) is exceptionless and confirmed by the cognate entry.
YAT	aDyabasAyin	aDyavasAyin	PASS	L933 '{#aDya_basAyin#} (yI-yinI-yi) a. Persevering, resolute, determined' directly follows L932 '{#aDya_vasAya#} m. Perseverance' (v-spelled) - the adjectival form of the same headword, confirming vasAyin not basAyin.
YAT	advEzwf	advezwf	SCAN-FIRST	L793 '{#a-dvEzwf#} (zwA) 4. m. A friend.' Bare gloss, no etymology/xref inside entry distinguishing e vs E; correction rests on external MW form + alphabetical position, not entry text.
YAT	apekzabudDi	apekzAbudDi	PASS	L1872 '{#apekza-budDi#} (dDiH) 2. f. Clearness of understanding, or perception' immediately follows L1871 '{#ape_kzA#} 1. f. Expectation' (A-spelled) - the compound's first member is that same independently-attested apekzA headword.
YAT	araRyabAsa	araRyavAsa	PASS	L2598 '{#araRya-bAsa#} (saH) 1. m. Hermitage' sits directly before L2599 '{#araRya-vAsin#} m. A hermit' (v-spelled, same root vas 'dwell') - the dweller/dwelling-place pair confirms vAsa not bAsa.
YAT	avedabid	avedavid	PASS	L3515 '{#a-vedabid#} 5. m. Brahman not knowing the vedas.' Gloss itself paraphrases a-veda-vid ('not knowing'=vid); 'bid' unattested root; no collision for avedavid.
YAT	darSanapratiBAvya	darSanaprAtiBAvya	SCAN-FIRST	L18104 '{#darSana-pratiBAvya#} 1. n. Bail.' Entry silent on spelling; taddhita abstract-noun formation (bhU+bhAva) vrddhis prati->prAti exceptionlessly. No collision for darSanaprAtiBAvya.
YAT	dfQavanDinI	dfQabanDinI	SCAN-FIRST	L18990 '{#dfQa-vanDinI#} 3. f. A creeper.' No etymology; entry immediately precedes dfQaBakti (b<B slot), decisive alphabetic-sort evidence for banDinI. No collision.
YAT	dibodBava	divodBava	SCAN-FIRST	L18493 '{#dibodBava#} a. Born or produced in heaven.' Silent on spelling; immediately precedes divOkas (v-section), decisive sort placement for divo- not dibo-. No collision.
YAT	dinavala	dinabala	SCAN-FIRST	L18443 '{#dina-vala#} 1. m. A name of certain signs in the zodiac.' Silent on spelling; sorts between dinapraRI and dinamaRi (pa<ba<ma slot), decisive sort evidence. No collision.
YAT	garhyabAdin	garhyavAdin	PASS	L12822 '{#garhya-bAdin#} a. Speaking ill, vilely or inaccurately.' Gloss 'Speaking' directly matches vAdin (vad, to speak); 'bAdin' unattested root. No collision for garhyavAdin.
YAT	gfhavali	gfhabali	PASS	L13305 '{#gfha-vali#} 2. m. Offering of the remains of food to spirits, birds, &c.' Gloss 'Offering' = bali (a known term for oblation); adjacent next entry L13306 is gfhabali-priya (b-form), direct internal cross-confirmation.
YAT	iBayubati	iBayuvati	PASS	L5754 '{#iBa-yubati#} 2. f. Elephant's cub.' Fem. gloss 'cub' (young female) matches yuvati (young woman); 'yubati' unattested. No collision for iBayuvati.
YAT	indrasAbarRi	indrasAvarRi	SCAN-FIRST	L5714 '{#indra-sAbarRi#} 2. m. Last Menu.' Entry silent on spelling; the last of the 14 Manus is the well-documented Sāvarṇi (sAvarRi), 'sAbarRi' unattested. No collision.
YAT	kArAyamARa	kArayamARa	SCAN-FIRST	L9506 '{#kArAyamARa#} p. Effecting.' Silent on spelling; filed in the kAra- block (between kAramihikA and kArayitf, short-a slot); causative pres. participle is exceptionlessly -ayamARa (short a), never -Ayamana. No collision.
