# SCH tier-A correction candidates (unified engine) — score	wrong -> right	detectors	morph
232	DaraRiruha -> DaraRIruha	[consensus,intra_dup]	morph✓
232	PAli -> pAli	[consensus,intra_dup]	
232	anasti -> anasTi	[consensus,intra_dup]	
232	apamud -> apanud	[consensus,intra_dup]	
232	bilAsin -> vilAsin	[consensus,intra_dup]	
232	uttApana -> utTApana	[consensus,intra_dup]	
231	avanIpa -> avanipa	[consensus,spell_correct]	morph✓
231	janmaBUmI -> janmaBUmi	[consensus,spell_correct]	morph✓
231	kamBAri -> kamBArI	[consensus,spell_correct]	morph✓
231	kiRI -> kiRi	[consensus,spell_correct]	morph✓
231	kuraNganABI -> kuraNganABi	[consensus,spell_correct]	morph✓
231	mahASAntI -> mahASAnti	[consensus,spell_correct]	morph✓
230	AmantraRA -> AmantraRa	[consensus,intra_dup]	
230	Aparuza -> aparuza	[consensus,intra_dup]	
230	JampA -> Jampa	[consensus,intra_dup]	
230	arDahara -> arDahAra	[consensus,intra_dup]	
230	indukA -> induka	[consensus,intra_dup]	
230	klItakA -> klItaka	[consensus,intra_dup]	
229	Sriv -> sriv	[consensus,intra_dup]	morph✓
229	pratikarin -> pratikArin	[consensus,spell_correct]	
228	SUrin -> sUrin	[consensus,spell_correct]	morph✓
228	aSakra -> asakra	[consensus,spell_correct]	morph✓
228	karasIkara -> karaSIkara	[consensus,spell_correct]	morph✓
228	savikAsa -> savikASa	[consensus,spell_correct]	morph✓
228	sutatA -> sUtatA	[consensus,spell_correct]	morph✓
228	trisaraRa -> triSaraRa	[consensus,spell_correct]	morph✓
227	Aroda -> AroDa	[consensus,spell_correct]	morph✓
227	adva -> aDva	[consensus,spell_correct]	morph✓
227	ayajYIya -> ayajYiya	[consensus,intra_dup]	
227	luRwana -> luRWana	[consensus,spell_correct]	morph✓
227	utpAtin -> utpAwin	[consensus,intra_dup]	morph✓
226	KArvawika -> kArvawika	[intra_dup,spell_correct]	morph✓
226	jAli -> jAlI	[consensus,spell_correct]	
226	kzoRIBuj -> kzORIBuj	[consensus,spell_correct]	morph✓
226	nirmoda -> nirRoda	[consensus,spell_correct]	morph✓
226	ujjesa -> ujjeza	[consensus,spell_correct]	morph✓
225	AkumAra -> akumAra	[consensus,spell_correct]	morph✓
225	AtApana -> Atapana	[consensus,spell_correct]	morph✓
225	aditsA -> AditsA	[intra_dup,spell_correct]	morph✓
225	apsarasa -> Apsarasa	[consensus,spell_correct]	morph✓
225	cArucarya -> cArucaryA	[intra_dup,spell_correct]	morph✓
225	kASyapasaMhitA -> kaSyapasaMhitA	[intra_dup,spell_correct]	morph✓
225	padmavyUhA -> padmavyUha	[intra_dup,spell_correct]	morph✓
224	Aditala -> AditAla	[consensus,spell_correct]	morph✓
224	Apali -> ApAli	[consensus,spell_correct]	morph✓
224	AratIya -> ArAtIya	[consensus,spell_correct]	morph✓
224	Awwaka -> awwaka	[consensus,spell_correct]	morph✓
224	BUtejyA -> BUtejya	[consensus,spell_correct]	morph✓
224	DamanikA -> DAmanikA	[consensus,spell_correct]	morph✓
224	OpagrAhika -> Opagrahika	[consensus,spell_correct]	morph✓
224	SIlitA -> SIlita	[consensus,spell_correct]	morph✓
224	aciroQa -> aciroQA	[consensus,spell_correct]	morph✓
224	ahasa -> Ahasa	[intra_dup,spell_correct]	morph✓
224	ambujAsana -> ambujAsanA	[intra_dup,spell_correct]	morph✓
224	apAdyA -> apAdya	[consensus,spell_correct]	morph✓
224	arDArcaSasya -> arDarcaSasya	[intra_dup,spell_correct]	morph✓
224	asurasa -> asurasA	[consensus,spell_correct]	morph✓
224	avagaRanA -> avagaRana	[consensus,spell_correct]	morph✓
224	avatAraRikA -> avataraRikA	[consensus,spell_correct]	morph✓
224	bAlavatsA -> bAlavatsa	[consensus,spell_correct]	morph✓
224	bahuniHsfta -> bAhuniHsfta	[intra_dup,spell_correct]	morph✓
224	daSarAtrika -> dASarAtrika	[consensus,spell_correct]	morph✓
224	devilA -> devila	[consensus,spell_correct]	morph✓
224	gUQapada -> gUQapAda	[consensus,spell_correct]	morph✓
224	gatAgatika -> gAtAgatika	[consensus,spell_correct]	morph✓
224	gotrajA -> gotraja	[consensus,spell_correct]	morph✓
224	hArAva -> hArava	[consensus,spell_correct]	morph✓
224	hastAyata -> hastayata	[consensus,spell_correct]	morph✓
224	hastivAhA -> hastivAha	[consensus,spell_correct]	morph✓
224	himApAta -> himapAta	[consensus,spell_correct]	morph✓
224	jumbakA -> jumbaka	[consensus,spell_correct]	morph✓
224	kUyava -> kuyava	[consensus,intra_dup]	
224	kaYcanapraBa -> kAYcanapraBa	[consensus,spell_correct]	morph✓
224	kadAcitka -> kAdAcitka	[consensus,spell_correct]	morph✓
224	kulABimanin -> kulABimAnin	[consensus,spell_correct]	morph✓
224	lANgUlika -> lANgUlikA	[consensus,spell_correct]	morph✓
224	mATin -> maTin	[consensus,spell_correct]	morph✓
224	mftaRqA -> mftARqA	[consensus,spell_correct]	morph✓
224	muruRqA -> muruRqa	[consensus,spell_correct]	morph✓
224	nagaramaRqana -> nagaramaRqanA	[intra_dup,spell_correct]	morph✓
224	paNkajanayana -> paNkajanayanA	[intra_dup,spell_correct]	morph✓
224	paraSuDAra -> paraSuDara	[consensus,spell_correct]	morph✓
224	paralokAgama -> paralokagama	[consensus,spell_correct]	morph✓
224	pewika -> pewikA	[consensus,spell_correct]	morph✓
224	pikapriya -> pikapriyA	[consensus,spell_correct]	morph✓
224	prAstaraRa -> prastaraRa	[consensus,spell_correct]	morph✓
224	prAtiSIna -> pratiSIna	[consensus,spell_correct]	morph✓
224	prAtiveSman -> prativeSman	[consensus,spell_correct]	morph✓
224	pratiPAla -> pratiPala	[consensus,spell_correct]	morph✓
224	praticCAdana -> praticCadana	[consensus,spell_correct]	morph✓
224	prayogi -> prAyogi	[intra_dup,spell_correct]	morph✓
224	rAmadattA -> rAmadatta	[consensus,spell_correct]	morph✓
224	raNgavali -> raNgAvali	[intra_dup,spell_correct]	morph✓
224	ratnacCAya -> ratnacCAyA	[consensus,spell_correct]	morph✓
224	sAraNgikA -> sAraNgika	[consensus,spell_correct]	morph✓
224	samavasrAva -> samavasrava	[consensus,spell_correct]	morph✓
224	saraRika -> sAraRika	[consensus,spell_correct]	morph✓
224	sarvaDAra -> sarvADAra	[consensus,spell_correct]	morph✓
224	savin -> sAvin	[consensus,spell_correct]	morph✓
224	sawaNka -> sawANka	[consensus,spell_correct]	morph✓
224	talpalA -> talpala	[consensus,spell_correct]	morph✓
224	upAkartavya -> upakartavya	[intra_dup,spell_correct]	morph✓
224	utsAra -> utsara	[consensus,spell_correct]	morph✓
224	uzRasaha -> uzRAsaha	[consensus,spell_correct]	morph✓
224	vAmilA -> vAmila	[consensus,spell_correct]	morph✓
224	vapIha -> vApIha	[consensus,spell_correct]	morph✓
224	vardAlikA -> vArdAlikA	[intra_dup,spell_correct]	morph✓
224	vellanA -> vellana	[consensus,spell_correct]	morph✓
224	vicikitsanA -> vicikitsana	[consensus,spell_correct]	morph✓
224	vipulekzaRA -> vipulekzaRa	[consensus,spell_correct]	morph✓
224	vismAyin -> vismayin	[consensus,spell_correct]	morph✓
224	vyAstAra -> vyastAra	[consensus,spell_correct]	morph✓
223	UKala -> uKala	[consensus,spell_correct]	
223	pradAraRa -> praDAraRa	[consensus,spell_correct]	
222	dEvejya -> devejya	[consensus,intra_dup]	
222	gOBila -> goBila	[consensus,intra_dup]	
222	haraRI -> haraRi	[intra_dup,spell_correct]	morph✓
222	kalAci -> kalAcI	[consensus,spell_correct]	morph✓
222	kilina -> kilima	[consensus,intra_dup]	
222	prasADin -> prasAdin	[consensus,spell_correct]	
221	BogAvali -> BogAvalI	[consensus,spell_correct]	morph✓
221	aNgapAlI -> aNgapAli	[consensus,spell_correct]	morph✓
221	ahIraRI -> ahIraRi	[consensus,spell_correct]	morph✓
221	avirAj -> aBirAj	[consensus,spell_correct]	
221	brAhmIkA -> brAhmikA	[consensus,spell_correct]	morph✓
221	daSatI -> daSati	[consensus,spell_correct]	morph✓
221	indumaRI -> indumaRi	[consensus,spell_correct]	morph✓
221	kawanI -> kawani	[intra_dup,spell_correct]	morph✓
221	kzapaRi -> kzapaRI	[consensus,spell_correct]	morph✓
221	laspUjani -> laspUjanI	[consensus,spell_correct]	morph✓
221	nEzAdI -> nEzAdi	[consensus,spell_correct]	morph✓
221	niraticAra -> niratIcAra	[intra_dup,spell_correct]	morph✓
221	parIvAhita -> parivAhita	[consensus,spell_correct]	morph✓
221	rajaniBujaMga -> rajanIBujaMga	[intra_dup,spell_correct]	morph✓
221	upoti -> upotI	[consensus,spell_correct]	morph✓
220	Adarin -> AdArin	[consensus,intra_dup]	
220	aSvAmuKa -> aSvamuKa	[consensus,intra_dup]	
220	apAmitya -> apamitya	[consensus,intra_dup]	
220	azwakyA -> azwakya	[consensus,intra_dup]	
220	kURika -> kURikA	[consensus,intra_dup]	
220	pariGawwanA -> pariGawwana	[consensus,intra_dup]	
220	prApaRikA -> prApaRika	[consensus,intra_dup]	
220	samupanayana -> samupAnayana	[consensus,intra_dup]	
220	upAlipsu -> upalipsu	[consensus,intra_dup]	
219	CAndya -> Candya	[consensus,spell_correct]	
219	SUkaramuKa -> sUkaramuKa	[consensus,spell_correct]	morph✓
219	agnitanU -> agnitanu	[intra_dup,spell_correct]	morph✓
219	anudBAsin -> anUdBAsin	[intra_dup,spell_correct]	morph✓
219	lURiga -> luRiga	[intra_dup,spell_correct]	morph✓
219	nirayati -> nirAyati	[consensus,spell_correct]	
219	sUtAtmaja -> sutAtmaja	[consensus,spell_correct]	morph✓
219	triSara -> trisara	[consensus,spell_correct]	morph✓
219	udvacana -> udvAcana	[consensus,spell_correct]	
218	KurASAna -> KurAsAna	[consensus,spell_correct]	morph✓
218	SrAk -> srAk	[consensus,spell_correct]	morph✓
218	draviRodaS -> draviRodas	[consensus,spell_correct]	morph✓
218	kusumasara -> kusumaSara	[consensus,spell_correct]	morph✓
218	muSalya -> musalya	[consensus,spell_correct]	morph✓
218	pUrowi -> purowi	[consensus,spell_correct]	morph✓
218	raSitASin -> rasitASin	[consensus,spell_correct]	morph✓
218	sOlkikeya -> SOlkikeya	[consensus,spell_correct]	morph✓
218	sUhava -> suhava	[consensus,spell_correct]	morph✓
218	sattrasAlA -> sattraSAlA	[consensus,spell_correct]	morph✓
218	suRWi -> SuRWi	[consensus,spell_correct]	morph✓
217	DOrita -> Dorita	[consensus,intra_dup]	morph✓
217	JaYJaRa -> JaYJana	[consensus,spell_correct]	morph✓
217	bastya -> vastya	[consensus,intra_dup]	morph✓
217	dfzwatA -> DfzwatA	[intra_dup,spell_correct]	morph✓
217	dora -> qora	[consensus,intra_dup]	morph✓
217	mradizwa -> mradizWa	[consensus,spell_correct]	morph✓
217	pATodara -> pAToDara	[consensus,spell_correct]	morph✓
216	Kelita -> kelita	[consensus,spell_correct]	morph✓
216	SrIBara -> SrIvara	[consensus,spell_correct]	morph✓
216	SyAnatA -> SyAmatA	[consensus,spell_correct]	morph✓
216	aBayadiRqima -> aBayaqiRqima	[consensus,spell_correct]	morph✓
216	aparigamya -> aparigaRya	[consensus,spell_correct]	morph✓
216	aparus -> aparuz	[consensus,spell_correct]	morph✓
216	avapuz -> avapus	[intra_dup,spell_correct]	morph✓
216	avyAyuka -> aByAyuka	[intra_dup,spell_correct]	morph✓
216	avyatIta -> aByatIta	[consensus,spell_correct]	morph✓
216	bArava -> BArava	[consensus,spell_correct]	morph✓
216	calitarAma -> CalitarAma	[consensus,spell_correct]	morph✓
216	kONkaRaka -> koNkaRaka	[consensus,spell_correct]	morph✓
216	kaNkarOla -> kaNkarola	[consensus,spell_correct]	morph✓
216	kaRWatrAna -> kaRWatrARa	[intra_dup,spell_correct]	morph✓
216	kadikA -> KadikA	[consensus,spell_correct]	morph✓
216	kamera -> kaRera	[consensus,spell_correct]	morph✓
216	koSalikA -> kOSalikA	[consensus,spell_correct]	morph✓
216	kuralI -> KuralI	[consensus,spell_correct]	morph✓
216	moqita -> modita	[consensus,spell_correct]	morph✓
216	nApatya -> mApatya	[consensus,spell_correct]	morph✓
216	naBoBid -> naBovid	[consensus,spell_correct]	morph✓
216	pApanaya -> pApamaya	[intra_dup,spell_correct]	morph✓
216	pAriyARika -> pAriyAnika	[consensus,spell_correct]	morph✓
216	sfpAtI -> sfpAwI	[consensus,spell_correct]	morph✓
216	sumAlaka -> sunAlaka	[consensus,spell_correct]	morph✓
216	vetAlIya -> vEtAlIya	[consensus,spell_correct]	morph✓
213	ADArin -> AdArin	[consensus,intra_dup]	
213	Ura -> ura	[consensus,spell_correct]	
212	UrDvatA -> UrDvaTA	[consensus,intra_dup]	
211	jamBam -> jamBan	[consensus,spell_correct]	
210	AleSa -> aleSa	[consensus,intra_dup]	
210	Bagavftti -> BAgavftti	[consensus,intra_dup]	
210	BamBA -> BamBa	[consensus,intra_dup]	
210	PAlacamasa -> Palacamasa	[consensus,intra_dup]	
210	SabarikA -> SAbarikA	[consensus,intra_dup]	
210	aNgalepA -> aNgalepa	[intra_dup,spell_correct]	
210	acalApati -> acalapati	[intra_dup,spell_correct]	
210	adaraRIya -> AdaraRIya	[consensus,spell_correct]	
210	asikta -> Asikta	[consensus,spell_correct]	
210	atinIla -> atinIlA	[intra_dup,spell_correct]	
210	avasAraRA -> avasAraRa	[consensus,intra_dup]	
210	azwAdiS -> azwadiS	[consensus,intra_dup]	
210	gAruqopanizad -> garuqopanizad	[consensus,intra_dup]	
210	hakkA -> hakka	[consensus,intra_dup]	
210	malanA -> malana	[consensus,intra_dup]	
210	pAwalya -> pAwalyA	[consensus,intra_dup]	
210	pUlika -> pUlikA	[consensus,spell_correct]	
210	prArohaka -> prarohaka	[intra_dup,spell_correct]	
210	prayoktra -> prAyoktra	[consensus,intra_dup]	
210	priyAjana -> priyajana	[consensus,intra_dup]	
210	samaDurA -> samaDura	[consensus,intra_dup]	
210	samavAyika -> sAmavAyika	[consensus,intra_dup]	
210	sucaritA -> sucarita	[consensus,intra_dup]	
210	udgAla -> udgala	[consensus,intra_dup]	
210	udvApana -> udvapana	[consensus,intra_dup]	
210	ukzARa -> ukzaRa	[consensus,intra_dup]	
210	upasTApanA -> upasTApana	[consensus,intra_dup]	
210	upavI -> upAvI	[consensus,intra_dup]	
210	uttarya -> uttArya	[consensus,spell_correct]	
210	vikarya -> vikArya	[consensus,intra_dup]	
209	AkANkzitA -> AkANkzita	[consensus,spell_correct]	
209	aSyAna -> ASyAna	[consensus,spell_correct]	
209	akzavawa -> akzavAwa	[consensus,spell_correct]	
209	alipta -> Alipta	[consensus,spell_correct]	
209	avedita -> Avedita	[consensus,spell_correct]	
209	jarAsa -> jarasa	[consensus,spell_correct]	
209	maYcuka -> maYcukA	[consensus,spell_correct]	
209	niGfzwA -> niGfzwa	[consensus,spell_correct]	
209	parimARqalya -> pArimARqalya	[consensus,spell_correct]	
209	prAgrIvaka -> pragrIvaka	[intra_dup,spell_correct]	
209	saMmohanA -> saMmohana	[consensus,spell_correct]	
209	siYcita -> siYcitA	[consensus,spell_correct]	
209	tAraNga -> taraNga	[consensus,spell_correct]	
209	uzRAy -> uzRay	[intra_dup,spell_correct]	
207	anyarAzwriya -> anyarAzwrIya	[consensus,intra_dup]	
203	baDva -> badva	[consensus,intra_dup]	
203	davara -> Davara	[consensus,intra_dup]	
203	gardana -> garDana	[consensus,spell_correct]	
203	juka -> jUka	[consensus,spell_correct]	
203	viDunita -> viDUnita	[consensus,spell_correct]	
202	ASyAma -> ASyAna	[consensus,intra_dup]	
202	antaryAmIya -> antaryARIya	[intra_dup,spell_correct]	
202	bariSI -> variSI	[consensus,intra_dup]	
202	gorAsya -> gOrAsya	[consensus,intra_dup]	
202	koSIDAnya -> kOSIDAnya	[consensus,intra_dup]	
202	somAyana -> sOmAyana	[consensus,intra_dup]	
201	GoraRa -> goraRa	[consensus,spell_correct]	
201	abAleya -> avAleya	[intra_dup,spell_correct]	
201	doHsADika -> dOHsADika	[consensus,spell_correct]	
201	mitara -> nitara	[intra_dup,spell_correct]	
201	pAwavya -> pAtavya	[consensus,spell_correct]	
201	pramIqa -> pramIQa	[consensus,spell_correct]	
201	reSin -> rezin	[consensus,spell_correct]	
201	veri -> Beri	[consensus,spell_correct]	
155	ja|u -> (flag)	[charset]	
151	nayavartMan -> (flag)	[phonotactic]	
