# BHS tier-A correction candidates (unified engine) — score	wrong -> right	detectors	morph
244	nirAparADa -> niraparADa	[consensus,spell_correct]	morph✓
244	niryAtanA -> niryAtana	[consensus,spell_correct]	morph✓
244	ojA -> oja	[consensus,spell_correct]	morph✓
244	pArSvakA -> pArSvaka	[consensus,spell_correct]	morph✓
244	pAraloka -> paraloka	[consensus,spell_correct]	morph✓
244	pAripUrRa -> paripUrRa	[consensus,spell_correct]	morph✓
244	pAripUraka -> paripUraka	[consensus,spell_correct]	morph✓
244	parApata -> pArApata	[consensus,spell_correct]	morph✓
244	paricaraRA -> paricaraRa	[consensus,spell_correct]	morph✓
244	prAhfta -> prahfta	[consensus,spell_correct]	morph✓
244	prAvarakA -> prAvaraka	[consensus,spell_correct]	morph✓
244	prahelika -> prahelikA	[consensus,spell_correct]	morph✓
244	pratinAva -> pratinava	[consensus,spell_correct]	morph✓
244	puzpika -> puzpikA	[consensus,spell_correct]	morph✓
244	sADarma -> saDarma	[consensus,spell_correct]	morph✓
244	sAketA -> sAketa	[consensus,spell_correct]	morph✓
244	sOmitrA -> sOmitra	[consensus,spell_correct]	morph✓
244	sTora -> sTorA	[consensus,spell_correct]	morph✓
244	saMharzaRA -> saMharzaRa	[consensus,spell_correct]	morph✓
244	saMniveSanA -> saMniveSana	[consensus,spell_correct]	morph✓
244	saMsArika -> sAMsArika	[consensus,spell_correct]	morph✓
244	saMtozaRA -> saMtozaRa	[consensus,spell_correct]	morph✓
244	sajati -> sajAti	[consensus,spell_correct]	morph✓
244	sarvArtuka -> sarvartuka	[consensus,spell_correct]	morph✓
244	surucirA -> surucira	[consensus,spell_correct]	morph✓
244	trElokyavijaya -> trElokyavijayA	[consensus,spell_correct]	morph✓
244	trimaRqala -> trimaRqalA	[consensus,spell_correct]	morph✓
244	udaryA -> udarya	[consensus,spell_correct]	morph✓
244	vigrAhin -> vigrahin	[consensus,spell_correct]	morph✓
244	vijAnana -> vijanana	[consensus,spell_correct]	morph✓
244	vikrAmin -> vikramin	[consensus,spell_correct]	morph✓
244	vinayanA -> vinayana	[consensus,spell_correct]	morph✓
244	vinivaraRa -> vinivAraRa	[consensus,spell_correct]	morph✓
244	yaTAtmya -> yATAtmya	[consensus,spell_correct]	morph✓
244	zaqASIti -> zaqaSIti	[consensus,spell_correct]	morph✓
242	udgIraRa -> udgiraRa	[consensus,spell_correct]	morph✓
241	Biruka -> BIruka	[consensus,spell_correct]	morph✓
241	kaRqarika -> kaRqarIka	[consensus,spell_correct]	morph✓
241	kuSInagarI -> kuSinagarI	[intra_dup,spell_correct]	morph✓
241	lakzmIpatI -> lakzmIpati	[consensus,spell_correct]	morph✓
241	pretI -> preti	[consensus,spell_correct]	morph✓
241	suparRi -> suparRI	[consensus,spell_correct]	morph✓
240	apapa -> apApa	[consensus,intra_dup]	
240	cARqikA -> caRqikA	[consensus,intra_dup]	
240	dattA -> datta	[consensus,intra_dup]	
240	gargA -> garga	[consensus,intra_dup]	
240	karRaDArA -> karRaDAra	[consensus,intra_dup]	
240	pARqarA -> pARqara	[consensus,intra_dup]	
240	parijAta -> pArijAta	[consensus,intra_dup]	
240	pulindA -> pulinda	[consensus,intra_dup]	
240	surendrA -> surendra	[consensus,intra_dup]	
239	Avarti -> avarti	[consensus,spell_correct]	
239	akUhaka -> akuhaka	[intra_dup,spell_correct]	morph✓
239	rAkza -> rakza	[consensus,spell_correct]	
238	aSvara -> asvara	[consensus,spell_correct]	morph✓
238	kalpaduzya -> kalpadUzya	[consensus,spell_correct]	morph✓
238	vipAsa -> vipASa	[consensus,spell_correct]	morph✓
237	anopama -> anOpama	[intra_dup,spell_correct]	morph✓
237	durbuda -> durbuDa	[consensus,spell_correct]	morph✓
237	lABika -> lAvika	[consensus,spell_correct]	morph✓
237	nirdAraRa -> nirDAraRa	[consensus,spell_correct]	morph✓
237	pratirodana -> pratiroDana	[consensus,spell_correct]	morph✓
237	prozwa -> prozWa	[consensus,spell_correct]	morph✓
237	rAvaRI -> rAvaRi	[consensus,intra_dup]	
236	ISADAra -> IzADAra	[intra_dup,spell_correct]	morph✓
236	SavalASva -> SabalASva	[consensus,spell_correct]	morph✓
236	aKalita -> akalita	[consensus,spell_correct]	morph✓
236	aloRaka -> alomaka	[consensus,spell_correct]	morph✓
236	apranihita -> apraRihita	[intra_dup,spell_correct]	morph✓
236	avapAwana -> avapAtana	[consensus,spell_correct]	morph✓
236	fkta -> fkTa	[consensus,spell_correct]	morph✓
236	gaqita -> gadita	[consensus,spell_correct]	morph✓
236	gopitaka -> gopiwaka	[intra_dup,spell_correct]	morph✓
236	mEtrAyana -> mEtrAyaRa	[consensus,spell_correct]	morph✓
236	nEgameSa -> nEgameza	[consensus,spell_correct]	morph✓
236	pariRizpanna -> parinizpanna	[intra_dup,spell_correct]	morph✓
236	raRati -> ramati	[consensus,spell_correct]	morph✓
236	ratika -> raTika	[consensus,spell_correct]	morph✓
236	rugma -> fgma	[consensus,spell_correct]	morph✓
236	saMGin -> saMgin	[consensus,spell_correct]	morph✓
235	antarAyika -> AntarAyika	[intra_dup,spell_correct]	morph✓
235	anupakruzwa -> anupAkruzwa	[intra_dup,spell_correct]	morph✓
234	AGAtin -> aGAtin	[consensus,spell_correct]	morph✓
234	SikzaRA -> SikzaRa	[consensus,spell_correct]	morph✓
234	ambakA -> ambaka	[consensus,spell_correct]	morph✓
234	candrABa -> candraBa	[consensus,spell_correct]	morph✓
234	dunduBikA -> dunduBika	[consensus,spell_correct]	morph✓
234	gocarin -> gocArin	[consensus,spell_correct]	morph✓
234	harzya -> harzyA	[consensus,spell_correct]	morph✓
234	jAnapati -> janapati	[consensus,spell_correct]	morph✓
234	kacaNgalA -> kacaNgala	[consensus,spell_correct]	morph✓
234	kurukulla -> kurukullA	[consensus,spell_correct]	morph✓
234	mahattarakA -> mahattaraka	[consensus,spell_correct]	morph✓
234	marja -> mArja	[consensus,spell_correct]	morph✓
234	niSrAya -> niSraya	[intra_dup,spell_correct]	morph✓
234	pARiKAtA -> pARiKAta	[consensus,spell_correct]	morph✓
234	parikANkzin -> pArikANkzin	[consensus,spell_correct]	morph✓
234	parzA -> parza	[consensus,spell_correct]	morph✓
234	prajvara -> prajvAra	[consensus,spell_correct]	morph✓
234	prasAtika -> prasAtikA	[consensus,spell_correct]	morph✓
234	sPowika -> sPowikA	[consensus,spell_correct]	morph✓
234	sPuwika -> sPuwikA	[consensus,spell_correct]	morph✓
234	saMketika -> sAMketika	[consensus,spell_correct]	morph✓
234	samajya -> samajyA	[consensus,spell_correct]	morph✓
234	sudaya -> sudAya	[consensus,spell_correct]	morph✓
234	suganDita -> suganDitA	[consensus,spell_correct]	morph✓
234	tAmarA -> tAmara	[consensus,spell_correct]	morph✓
234	udArika -> udarika	[consensus,spell_correct]	morph✓
234	upahatya -> upahatyA	[consensus,spell_correct]	morph✓
232	nirodaka -> niroDaka	[consensus,spell_correct]	
232	sora -> sOra	[consensus,intra_dup]	
231	samanvI -> samanvi	[consensus,spell_correct]	morph✓
231	vEjayantIka -> vEjayantika	[consensus,spell_correct]	morph✓
230	anupratizWa -> anupratizWA	[intra_dup,spell_correct]	
230	cUqakA -> cUqaka	[consensus,intra_dup]	
230	ganDottama -> ganDottamA	[consensus,intra_dup]	
230	janitA -> janita	[consensus,spell_correct]	
230	mfdukA -> mfduka	[consensus,intra_dup]	
230	mucilindA -> mucilinda	[consensus,intra_dup]	
230	sudaMzwrA -> sudaMzwra	[consensus,intra_dup]	
230	sudurjayA -> sudurjaya	[consensus,intra_dup]	
230	vAyuvegA -> vAyuvega	[consensus,intra_dup]	
229	aBirADanA -> aBirADana	[consensus,spell_correct]	
228	BUruRqa -> BuruRqa	[consensus,spell_correct]	morph✓
228	Karjuraka -> KarjUraka	[consensus,spell_correct]	morph✓
227	niSAWaka -> niSAwaka	[consensus,spell_correct]	morph✓
226	Darmi -> DarRi	[consensus,spell_correct]	morph✓
226	Izi -> izi	[consensus,spell_correct]	
226	Ko -> ko	[consensus,spell_correct]	morph✓
226	aBipriya -> avipriya	[consensus,spell_correct]	morph✓
226	kimi -> kiRi	[consensus,spell_correct]	morph✓
226	paravAqa -> paravAda	[consensus,spell_correct]	morph✓
226	tAyaRa -> tAyana	[consensus,spell_correct]	morph✓
226	vacI -> vaci	[consensus,spell_correct]	
226	vukka -> bukka	[consensus,spell_correct]	morph✓
225	AtApana -> Atapana	[consensus,spell_correct]	morph✓
225	mahAkaruRA -> mahAkaruRa	[intra_dup,spell_correct]	morph✓
225	niDyApti -> niDyapti	[intra_dup,spell_correct]	morph✓
225	padmavyUhA -> padmavyUha	[intra_dup,spell_correct]	morph✓
225	siMhavijfmBitA -> siMhavijfmBita	[intra_dup,spell_correct]	morph✓
224	ADAvana -> ADavana	[consensus,spell_correct]	morph✓
224	Adapana -> AdApana	[consensus,spell_correct]	morph✓
224	AnantarIya -> anantarIya	[consensus,spell_correct]	morph✓
224	BImadarSanA -> BImadarSana	[consensus,spell_correct]	morph✓
224	DAraRISvararAja -> DaraRISvararAja	[intra_dup,spell_correct]	morph✓
224	Darmita -> DarmitA	[consensus,spell_correct]	morph✓
224	KedanA -> Kedana	[consensus,spell_correct]	morph✓
224	OSIrika -> OSIrikA	[consensus,spell_correct]	morph✓
224	Sakalika -> SAkalika	[consensus,spell_correct]	morph✓
224	amrapAlI -> AmrapAlI	[intra_dup,spell_correct]	morph✓
224	anantaryasamADi -> AnantaryasamADi	[intra_dup,spell_correct]	morph✓
224	asiDarA -> asiDArA	[consensus,spell_correct]	morph✓
224	boDipAkzika -> boDipakzika	[intra_dup,spell_correct]	morph✓
224	cUrRika -> cUrRikA	[consensus,spell_correct]	morph✓
224	candrima -> candrimA	[consensus,spell_correct]	morph✓
224	catuzpadaka -> catuzpAdaka	[intra_dup,spell_correct]	morph✓
224	daRqaki -> dARqaki	[consensus,spell_correct]	morph✓
224	dahuka -> dAhuka	[consensus,spell_correct]	morph✓
224	dakziReya -> dAkziReya	[intra_dup,spell_correct]	morph✓
224	divasacarA -> divasacara	[consensus,spell_correct]	morph✓
224	gfhAvAsa -> gfhavAsa	[consensus,spell_correct]	morph✓
224	gilAna -> gilana	[consensus,spell_correct]	morph✓
224	guRABUta -> guRaBUta	[consensus,spell_correct]	morph✓
224	haricandrA -> haricandra	[consensus,spell_correct]	morph✓
224	jAhu -> jahu	[consensus,spell_correct]	morph✓
224	jAyendra -> jayendra	[consensus,spell_correct]	morph✓
224	jalahara -> jalahAra	[consensus,spell_correct]	morph✓
224	katIya -> kAtIya	[consensus,spell_correct]	morph✓
224	kfmilika -> kfmilikA	[consensus,spell_correct]	morph✓
224	kokAlika -> kokalika	[consensus,spell_correct]	morph✓
224	kulABa -> kulaBa	[consensus,spell_correct]	morph✓
224	mAyati -> mAyAti	[consensus,spell_correct]	morph✓
224	merupraBA -> merupraBa	[consensus,spell_correct]	morph✓
224	nAganadI -> naganadI	[consensus,spell_correct]	morph✓
224	nEKanya -> nEKAnya	[consensus,spell_correct]	morph✓
224	naravIrA -> naravIra	[consensus,spell_correct]	morph✓
224	nawikA -> nAwikA	[consensus,spell_correct]	morph✓
224	pAdavezwanikA -> pAdavezwanika	[consensus,spell_correct]	morph✓
224	pAwahika -> pAwahikA	[consensus,spell_correct]	morph✓
224	pUpika -> pUpikA	[consensus,spell_correct]	morph✓
224	pUrRika -> pUrRikA	[consensus,spell_correct]	morph✓
224	paRqaravAsinI -> pARqaravAsinI	[intra_dup,spell_correct]	morph✓
224	paYcavarzika -> pAYcavarzika	[consensus,spell_correct]	morph✓
224	parivahin -> parivAhin	[consensus,spell_correct]	morph✓
224	paryantika -> pAryantika	[consensus,spell_correct]	morph✓
224	pavara -> pAvara	[consensus,spell_correct]	morph✓
224	pawahikA -> pAwahikA	[consensus,spell_correct]	morph✓
224	prAjina -> prajina	[consensus,spell_correct]	morph✓
224	prastArika -> prAstArika	[consensus,spell_correct]	morph✓
224	pratiBARita -> pratiBaRita	[consensus,spell_correct]	morph✓
224	pratilamBika -> prAtilamBika	[intra_dup,spell_correct]	morph✓
224	pravArika -> prAvArika	[consensus,spell_correct]	morph✓
224	pravarjanA -> pravarjana	[consensus,spell_correct]	morph✓
224	ratnAmaya -> ratnamaya	[consensus,spell_correct]	morph✓
224	sAtagiri -> sAtAgiri	[intra_dup,spell_correct]	morph✓
224	sPAritra -> sParitra	[intra_dup,spell_correct]	morph✓
224	saMjYApti -> saMjYapti	[consensus,intra_dup]	morph✓
224	samAdapana -> samAdApana	[intra_dup,spell_correct]	morph✓
224	samasama -> samAsama	[consensus,spell_correct]	morph✓
224	sarvarUpasaMdarSanA -> sarvarUpasaMdarSana	[intra_dup,spell_correct]	morph✓
224	satAgiri -> sAtAgiri	[intra_dup,spell_correct]	morph✓
224	stAra -> stara	[consensus,spell_correct]	morph✓
224	sugAtrA -> sugAtra	[consensus,spell_correct]	morph✓
224	sumeKalA -> sumeKala	[consensus,spell_correct]	morph✓
224	supana -> supAna	[consensus,spell_correct]	morph✓
224	suvarRAvaBAsa -> suvarRAvaBAsA	[intra_dup,spell_correct]	morph✓
224	svAlaMkfta -> svalaMkfta	[consensus,spell_correct]	morph✓
224	udGawitajYa -> udGAwitajYa	[consensus,spell_correct]	morph✓
224	varuRikA -> varuRika	[consensus,spell_correct]	morph✓
224	vidUzaRA -> vidUzaRa	[consensus,spell_correct]	morph✓
223	nirupaka -> nirUpaka	[consensus,spell_correct]	
223	pradAraRa -> praDAraRa	[consensus,spell_correct]	
221	ArambaRIya -> AramBaRIya	[consensus,spell_correct]	
221	GawikAra -> GawIkAra	[consensus,spell_correct]	morph✓
221	anantariya -> anantarIya	[consensus,spell_correct]	morph✓
221	avikzaRa -> avIkzaRa	[consensus,spell_correct]	morph✓
221	ekotIBAva -> ekotiBAva	[intra_dup,spell_correct]	morph✓
221	kaNkaRikA -> kaNkaRIkA	[consensus,spell_correct]	morph✓
221	maRivatI -> maRIvatI	[consensus,spell_correct]	morph✓
221	mazwa -> nazwa	[consensus,spell_correct]	
221	samiya -> samIya	[consensus,spell_correct]	morph✓
221	varAlI -> varAli	[consensus,spell_correct]	morph✓
221	varzaRI -> varzaRi	[consensus,spell_correct]	morph✓
220	pramuditA -> pramudita	[consensus,intra_dup]	
220	siMhacandrA -> siMhacandra	[consensus,intra_dup]	
219	anUpalipta -> anupalipta	[intra_dup,spell_correct]	morph✓
218	ASItakI -> AsItakI	[intra_dup,spell_correct]	morph✓
218	SAtAgiri -> sAtAgiri	[intra_dup,spell_correct]	morph✓
218	fjuka -> fjUka	[consensus,spell_correct]	morph✓
218	gUhati -> guhati	[intra_dup,spell_correct]	morph✓
218	meruwu -> meruwU	[consensus,spell_correct]	morph✓
218	muzaRa -> mUzaRa	[consensus,spell_correct]	morph✓
218	pAMSukrIqana -> pAMsukrIqana	[consensus,spell_correct]	morph✓
218	puni -> pUni	[consensus,spell_correct]	morph✓
218	saralaka -> Saralaka	[consensus,spell_correct]	morph✓
218	supatIrTa -> sUpatIrTa	[consensus,spell_correct]	morph✓
217	aDovARa -> aDobARa	[intra_dup,spell_correct]	morph✓
217	aniSrita -> amiSrita	[consensus,spell_correct]	morph✓
217	anuDAra -> anudAra	[consensus,spell_correct]	morph✓
217	lohI -> lohi	[consensus,intra_dup]	
217	mukuzwa -> mukuzWa	[consensus,spell_correct]	morph✓
217	prarodana -> praroDana	[consensus,spell_correct]	morph✓
217	suveDa -> suveda	[consensus,spell_correct]	morph✓
216	AvarhaRa -> AbarhaRa	[consensus,spell_correct]	morph✓
216	Caka -> caka	[consensus,spell_correct]	morph✓
216	co -> Co	[consensus,spell_correct]	morph✓
216	gORAyana -> gOmAyana	[consensus,spell_correct]	morph✓
216	hitezin -> hitEzin	[consensus,spell_correct]	morph✓
216	jAneya -> jAmeya	[consensus,spell_correct]	morph✓
216	kubela -> kuvela	[consensus,spell_correct]	morph✓
216	lampa -> lamPa	[consensus,spell_correct]	morph✓
216	mOra -> mora	[intra_dup,spell_correct]	morph✓
216	maNgusa -> maNguza	[consensus,spell_correct]	morph✓
216	mahAsTAma -> mahAsTAna	[consensus,spell_correct]	morph✓
216	padmamAla -> padmanAla	[consensus,spell_correct]	morph✓
216	pe -> pE	[consensus,spell_correct]	morph✓
216	pramaTaka -> pramataka	[consensus,spell_correct]	morph✓
216	proRa -> prORa	[consensus,spell_correct]	morph✓
216	pucCati -> pucCawi	[consensus,spell_correct]	morph✓
216	sAlamBa -> sAlamba	[consensus,spell_correct]	morph✓
216	tre -> trE	[consensus,spell_correct]	morph✓
216	umaka -> uRaka	[consensus,spell_correct]	morph✓
216	vAnArasI -> vARArasI	[consensus,spell_correct]	morph✓
216	vaKala -> vakala	[consensus,spell_correct]	morph✓
216	vihu -> Bihu	[consensus,spell_correct]	morph✓
216	vusta -> busta	[consensus,spell_correct]	morph✓
213	saMSamaka -> saMsamaka	[consensus,spell_correct]	
211	pracoqaka -> pracodaka	[consensus,spell_correct]	
211	stIna -> stIma	[consensus,spell_correct]	
210	anavakAra -> anavakara	[intra_dup,spell_correct]	
210	dAGa -> daGa	[consensus,intra_dup]	
210	karAlikA -> karAlika	[consensus,intra_dup]	
210	krAyika -> krayika	[consensus,intra_dup]	
210	praveSitA -> praveSita	[consensus,intra_dup]	
210	ratikarA -> ratikara	[consensus,intra_dup]	
210	sragDarA -> sragDara	[consensus,intra_dup]	
210	suguptA -> sugupta	[consensus,intra_dup]	
210	uttarya -> uttArya	[consensus,spell_correct]	
209	AntarikA -> antarikA	[consensus,intra_dup]	
209	BAryAka -> BAryaka	[consensus,spell_correct]	
209	GAtyA -> GAtya	[consensus,spell_correct]	
209	Sarita -> SArita	[consensus,spell_correct]	
209	SatAyuDA -> SatAyuDa	[consensus,spell_correct]	
209	atma -> Atma	[consensus,spell_correct]	
209	gaNgika -> gANgika	[consensus,spell_correct]	
209	kAlpam -> kalpam	[intra_dup,spell_correct]	
209	lApika -> lApikA	[consensus,spell_correct]	
209	mahAsaMBavA -> mahAsaMBava	[intra_dup,spell_correct]	
209	niHsarita -> niHsArita	[consensus,spell_correct]	
209	niyatana -> niyAtana	[consensus,spell_correct]	
209	ramin -> rAmin	[consensus,spell_correct]	
209	ratnasaMBavA -> ratnasaMBava	[intra_dup,spell_correct]	
209	sAMbanDaka -> saMbanDaka	[consensus,spell_correct]	
209	saMBavA -> saMBava	[consensus,spell_correct]	
209	saMvalitA -> saMvalita	[consensus,spell_correct]	
209	trElAwA -> trElAwa	[consensus,spell_correct]	
209	valAha -> vAlAha	[consensus,spell_correct]	
206	SAsaniya -> SAsanIya	[consensus,spell_correct]	
206	karmira -> karmIra	[consensus,spell_correct]	
206	pUrvi -> pUrvI	[consensus,spell_correct]	
206	parindanA -> parIndanA	[intra_dup,spell_correct]	
206	prAYjalIka -> prAYjalika	[consensus,spell_correct]	
206	samirita -> samIrita	[consensus,spell_correct]	
203	avaSruta -> avasruta	[intra_dup,spell_correct]	
201	Kalita -> kalita	[consensus,spell_correct]	
201	Kelu -> kelu	[intra_dup,spell_correct]	
201	SEzya -> Sezya	[consensus,spell_correct]	
201	aByAyata -> avyAyata	[consensus,spell_correct]	
201	agAha -> aGAha	[consensus,spell_correct]	
201	bAlavyaYjana -> vAlavyaYjana	[intra_dup,spell_correct]	
201	duHk -> duHK	[consensus,spell_correct]	
201	dve -> dvE	[consensus,spell_correct]	
201	koSikAra -> kOSikAra	[consensus,spell_correct]	
201	lIqa -> lIQa	[consensus,spell_correct]	
201	niSrita -> miSrita	[consensus,spell_correct]	
201	vinardita -> vimardita	[consensus,spell_correct]	
166	Tala -> tala	[spell_correct]	morph✓
