# MW tier-A correction candidates (unified engine) — score	wrong -> right	detectors	morph
240	matkuRA -> matkuRa	[consensus,intra_dup]	
240	nIlAYjanA -> nIlAYjana	[consensus,intra_dup]	
240	nIlalohitA -> nIlalohita	[consensus,intra_dup]	
240	nIvArA -> nIvAra	[consensus,intra_dup]	
240	nadIjA -> nadIja	[consensus,intra_dup]	
240	niHsnehA -> niHsneha	[consensus,intra_dup]	
240	nizaDA -> nizaDa	[consensus,intra_dup]	
240	pARitAla -> pARitala	[consensus,intra_dup]	
240	pARqarA -> pARqara	[consensus,intra_dup]	
240	pAYjara -> paYjara	[consensus,intra_dup]	
240	pApAka -> pApaka	[consensus,intra_dup]	
240	padmodBavA -> padmodBava	[consensus,intra_dup]	
240	panaka -> pAnaka	[consensus,intra_dup]	
240	parakIyA -> parakIya	[consensus,intra_dup]	
240	parapuzwA -> parapuzwa	[consensus,intra_dup]	
240	parijAta -> pArijAta	[consensus,intra_dup]	
240	pfTukA -> pfTuka	[consensus,intra_dup]	
240	pfzAta -> pfzata	[consensus,intra_dup]	
240	piRqaraka -> piRqAraka	[consensus,intra_dup]	
240	pippalA -> pippala	[consensus,intra_dup]	
240	plakzA -> plakza	[consensus,intra_dup]	
240	prasahA -> prasaha	[consensus,intra_dup]	
240	prezWA -> prezWa	[consensus,intra_dup]	
240	priyAka -> priyaka	[consensus,intra_dup]	
240	puRyaSlokA -> puRyaSloka	[consensus,intra_dup]	
240	pulindA -> pulinda	[consensus,intra_dup]	
240	rAjaputrA -> rAjaputra	[consensus,intra_dup]	
240	rajikA -> rAjikA	[consensus,intra_dup]	
240	rizwA -> rizwa	[consensus,intra_dup]	
240	rozARa -> rozaRa	[consensus,intra_dup]	
240	sAMvarga -> saMvarga	[consensus,intra_dup]	
240	sAmakza -> samakza	[consensus,intra_dup]	
240	sAtala -> sAtalA	[consensus,intra_dup]	
240	sOganDikA -> sOganDika	[consensus,intra_dup]	
240	sUcanA -> sUcana	[consensus,intra_dup]	
240	saMyati -> saMyAti	[consensus,intra_dup]	
240	sarUpA -> sarUpa	[consensus,intra_dup]	
240	somApa -> somapa	[consensus,intra_dup]	
240	supratizWitA -> supratizWita	[consensus,intra_dup]	
240	surendrA -> surendra	[consensus,intra_dup]	
240	surottamA -> surottama	[consensus,intra_dup]	
240	sutaptA -> sutapta	[consensus,intra_dup]	
240	svIyA -> svIya	[consensus,intra_dup]	
240	svasAra -> svasara	[consensus,intra_dup]	
240	svastivacana -> svastivAcana	[consensus,intra_dup]	
240	udrekA -> udreka	[consensus,intra_dup]	
240	ulleKA -> ulleKa	[consensus,intra_dup]	
240	upAkfti -> upakfti	[consensus,intra_dup]	
240	upacaraka -> upacAraka	[consensus,intra_dup]	
240	vAgura -> vAgurA	[consensus,intra_dup]	
240	vAyuna -> vayuna	[consensus,intra_dup]	
240	vajraDAra -> vajraDara	[consensus,intra_dup]	
240	vajrahastA -> vajrahasta	[consensus,intra_dup]	
240	vilambitA -> vilambita	[consensus,intra_dup]	
240	visPuliNgA -> visPuliNga	[consensus,intra_dup]	
240	wuRwukA -> wuRwuka	[consensus,intra_dup]	
240	yATAtaTyam -> yaTAtaTyam	[consensus,intra_dup]	
240	yAjYadatta -> yajYadatta	[consensus,intra_dup]	
240	yAsA -> yAsa	[consensus,intra_dup]	
240	yaTASrAdDam -> yaTASradDam	[consensus,intra_dup]	
240	yajYadattA -> yajYadatta	[consensus,intra_dup]	
239	AKaRqalA -> AKaRqala	[consensus,intra_dup]	
239	AgnIDrA -> AgnIDra	[consensus,intra_dup]	
239	AkAlikA -> AkAlika	[consensus,intra_dup]	
239	Aralu -> aralu	[consensus,intra_dup]	
239	AyatA -> Ayata	[consensus,intra_dup]	
239	BAvakA -> BAvaka	[consensus,intra_dup]	
239	BaYjanA -> BaYjana	[consensus,intra_dup]	
239	BadrakA -> Badraka	[consensus,intra_dup]	
239	Bawwaraka -> BawwAraka	[consensus,intra_dup]	
239	BrAmakA -> BrAmaka	[consensus,intra_dup]	
239	DvANkzA -> DvANkza	[consensus,intra_dup]	
239	KanitrA -> Kanitra	[consensus,intra_dup]	
239	OdakA -> Odaka	[consensus,intra_dup]	
239	SORqA -> SORqa	[consensus,intra_dup]	
239	SUpakAra -> sUpakAra	[consensus,intra_dup]	morph✓
239	SaRqilI -> SARqilI	[consensus,intra_dup]	
239	SabarA -> Sabara	[consensus,intra_dup]	
239	SiroruhA -> Siroruha	[consensus,intra_dup]	
239	SrezWatamA -> SrezWatama	[consensus,intra_dup]	
239	SvetASvA -> SvetASva	[consensus,intra_dup]	
239	aBimarSA -> aBimarSa	[consensus,intra_dup]	
239	aSrutA -> aSruta	[consensus,intra_dup]	
239	aSvatarA -> aSvatara	[consensus,intra_dup]	
239	alIkA -> alIka	[consensus,intra_dup]	
239	ambuDAra -> ambuDara	[consensus,intra_dup]	
239	apaTA -> apaTa	[consensus,intra_dup]	
239	asArA -> asAra	[consensus,intra_dup]	
239	asapatnA -> asapatna	[consensus,intra_dup]	
239	asuri -> Asuri	[consensus,intra_dup]	
239	bAhukA -> bAhuka	[consensus,intra_dup]	
239	caNgerI -> cANgerI	[consensus,intra_dup]	
239	caRakA -> caRaka	[consensus,intra_dup]	
239	cintitA -> cintita	[consensus,intra_dup]	
239	dantacCadA -> dantacCada	[consensus,intra_dup]	
239	devakA -> devaka	[consensus,intra_dup]	
239	duHSIlA -> duHSIla	[consensus,intra_dup]	
239	gaRitA -> gaRita	[consensus,intra_dup]	
239	ganDikA -> ganDika	[consensus,intra_dup]	
239	gargI -> gArgI	[consensus,intra_dup]	
239	gla -> glA	[consensus,intra_dup]	
239	grAhyA -> grAhya	[consensus,intra_dup]	
239	huMkArA -> huMkAra	[consensus,intra_dup]	
239	jarjarA -> jarjara	[consensus,intra_dup]	
239	kAlaYjarA -> kAlaYjara	[consensus,intra_dup]	
239	kUrparA -> kUrpara	[consensus,intra_dup]	
239	kaliNgakA -> kaliNgaka	[consensus,intra_dup]	
239	karkAra -> karkara	[consensus,intra_dup]	
239	karmaRyA -> karmaRya	[consensus,intra_dup]	
239	kavawa -> kavAwa	[consensus,intra_dup]	
239	kfzRasarpA -> kfzRasarpa	[consensus,intra_dup]	
239	kutsanA -> kutsana	[consensus,intra_dup]	
239	lampawA -> lampawa	[consensus,intra_dup]	
239	maSAka -> maSaka	[consensus,intra_dup]	
239	mahattarA -> mahattara	[consensus,intra_dup]	
239	meTika -> meTikA	[consensus,intra_dup]	
239	muKarA -> muKara	[consensus,intra_dup]	
239	muYjA -> muYja	[consensus,intra_dup]	
239	nAgarikA -> nAgarika	[consensus,intra_dup]	
239	nAmra -> namra	[consensus,intra_dup]	
239	nIpA -> nIpa	[consensus,intra_dup]	
239	namrA -> namra	[consensus,intra_dup]	
239	niBftA -> niBfta	[consensus,intra_dup]	
239	niHspfhA -> niHspfha	[consensus,intra_dup]	
239	nitambA -> nitamba	[consensus,intra_dup]	
239	pAYcajanyA -> pAYcajanya	[consensus,intra_dup]	
239	pAriplavA -> pAriplava	[consensus,intra_dup]	
239	pacanA -> pacana	[consensus,intra_dup]	
239	padmAsanA -> padmAsana	[consensus,intra_dup]	
239	parABfta -> paraBfta	[consensus,intra_dup]	
239	pariDAnA -> pariDAna	[consensus,intra_dup]	
239	paripAlanA -> paripAlana	[consensus,intra_dup]	
239	pattanA -> pattana	[consensus,intra_dup]	
239	piRyAkA -> piRyAka	[consensus,intra_dup]	
239	prAcyA -> prAcya	[consensus,intra_dup]	
239	pradarSanA -> pradarSana	[consensus,intra_dup]	
239	prapaTA -> prapaTa	[consensus,intra_dup]	
239	prasarA -> prasara	[consensus,intra_dup]	
239	pratilomA -> pratiloma	[consensus,intra_dup]	
239	pratiprAs -> pratiprAS	[consensus,intra_dup]	morph✓
239	pravAdA -> pravAda	[consensus,intra_dup]	
239	rAjavarta -> rAjAvarta	[consensus,intra_dup]	
239	rAka -> rAkA	[consensus,intra_dup]	
239	rAtriMdivA -> rAtriMdiva	[consensus,intra_dup]	
239	raTANgA -> raTANga	[consensus,intra_dup]	
239	raktANgA -> raktANga	[consensus,intra_dup]	
239	saMGarzA -> saMGarza	[consensus,intra_dup]	
239	saMkziptA -> saMkzipta	[consensus,intra_dup]	
239	saMsTApanA -> saMsTApana	[consensus,intra_dup]	
239	saMsparSAna -> saMsparSana	[consensus,intra_dup]	
239	sadyojAtA -> sadyojAta	[consensus,intra_dup]	
239	samaYjasA -> samaYjasa	[consensus,intra_dup]	
239	samantA -> samanta	[consensus,intra_dup]	
239	saptacCadA -> saptacCada	[consensus,intra_dup]	
239	sarvagA -> sarvaga	[consensus,intra_dup]	
239	sarvasvA -> sarvasva	[consensus,intra_dup]	
239	sehuRqA -> sehuRqa	[consensus,intra_dup]	
239	siMhalA -> siMhala	[consensus,intra_dup]	
239	somavalkA -> somavalka	[consensus,intra_dup]	
239	stotriyA -> stotriya	[consensus,intra_dup]	
239	sutasomA -> sutasoma	[consensus,intra_dup]	
239	suvAr -> suvar	[consensus,intra_dup]	
239	svakIyA -> svakIya	[consensus,intra_dup]	
239	tapovanA -> tapovana	[consensus,intra_dup]	
239	tarjanA -> tarjana	[consensus,intra_dup]	
239	tejA -> teja	[consensus,intra_dup]	
239	tfRapulI -> tfRapUlI	[consensus,intra_dup]	morph✓
239	tolA -> tola	[consensus,intra_dup]	
239	trikoRA -> trikoRa	[consensus,intra_dup]	
239	tripUruza -> tripuruza	[consensus,intra_dup]	morph✓
239	tuhinA -> tuhina	[consensus,intra_dup]	
239	ulapA -> ulapa	[consensus,intra_dup]	
239	upAkA -> upAka	[consensus,intra_dup]	
239	upaSayA -> upaSaya	[consensus,intra_dup]	
239	urmilA -> UrmilA	[consensus,intra_dup]	morph✓
239	utkzepA -> utkzepa	[consensus,intra_dup]	
239	vESAKA -> vESAKa	[consensus,intra_dup]	
239	varRakA -> varRaka	[consensus,intra_dup]	
239	vartamAnA -> vartamAna	[consensus,intra_dup]	
239	vawakA -> vawaka	[consensus,intra_dup]	
239	vetAlA -> vetAla	[consensus,intra_dup]	
239	vilaNGanA -> vilaNGana	[consensus,intra_dup]	
239	vilohitA -> vilohita	[consensus,intra_dup]	
239	vipAWA -> vipAWa	[consensus,intra_dup]	
239	vivakzitA -> vivakzita	[consensus,intra_dup]	
239	yaTAbAlam -> yaTAbalam	[consensus,intra_dup]	
239	yahvA -> yahva	[consensus,intra_dup]	
239	zARqa -> zaRqa	[consensus,intra_dup]	
238	lozWaka -> lozwaka	[consensus,intra_dup]	morph✓
238	sUrApagA -> surApagA	[consensus,intra_dup]	morph✓
237	BUmIpati -> BUmipati	[consensus,intra_dup]	
237	SataGni -> SataGnI	[consensus,intra_dup]	
237	SrImati -> SrImatI	[consensus,intra_dup]	
237	UrRanABI -> UrRanABi	[consensus,intra_dup]	
237	aBIcAra -> aBicAra	[consensus,intra_dup]	
237	aDIkzepa -> aDikzepa	[consensus,intra_dup]	
237	grAhI -> grAhi	[consensus,intra_dup]	
237	karkowaki -> karkowakI	[consensus,intra_dup]	
237	kumBi -> kumBI	[consensus,intra_dup]	
237	nadija -> nadIja	[consensus,intra_dup]	
237	nirBas -> nirvas	[consensus,intra_dup]	morph✓
237	panita -> paRita	[consensus,intra_dup]	morph✓
237	parIveza -> pariveza	[consensus,intra_dup]	
237	poTaki -> poTakI	[consensus,intra_dup]	
237	rAvaRI -> rAvaRi	[consensus,intra_dup]	
237	raTavAhaRa -> raTavAhana	[consensus,intra_dup]	morph✓
237	rudrIya -> rudriya	[consensus,intra_dup]	
237	sAbarRika -> sAvarRika	[consensus,intra_dup]	morph✓
237	sAmiDeni -> sAmiDenI	[consensus,intra_dup]	
237	sUtI -> sUti	[consensus,intra_dup]	
237	sahAvam -> sahAvan	[consensus,intra_dup]	morph✓
237	tarkAri -> tarkArI	[consensus,intra_dup]	
237	timI -> timi	[consensus,intra_dup]	
237	vAntI -> vAnti	[consensus,intra_dup]	
237	vAtApI -> vAtApi	[consensus,intra_dup]	
237	vEjavApa -> bEjavApa	[consensus,intra_dup]	morph✓
237	vinipaw -> vinipat	[consensus,intra_dup]	morph✓
237	viti -> vIti	[consensus,intra_dup]	
236	ABid -> Avid	[consensus,intra_dup]	morph✓
236	AgrahAyaRi -> AgrahAyaRI	[consensus,intra_dup]	
236	IrRa -> Irma	[consensus,intra_dup]	morph✓
236	avAcina -> avAcIna	[consensus,intra_dup]	
236	avagUrRa -> avaGUrRa	[consensus,intra_dup]	morph✓
236	bAsteya -> vAsteya	[consensus,intra_dup]	morph✓
236	durhanA -> durhaRA	[consensus,intra_dup]	morph✓
236	grAva -> grABa	[consensus,intra_dup]	morph✓
236	kOzIdya -> kOsIdya	[consensus,intra_dup]	morph✓
236	ketaki -> ketakI	[consensus,intra_dup]	
236	kiwaka -> kIwaka	[consensus,intra_dup]	
236	pAvakI -> pAvaki	[consensus,intra_dup]	
236	parpawi -> parpawI	[consensus,intra_dup]	
236	prahAni -> prahARi	[consensus,intra_dup]	morph✓
236	pratIhartf -> pratihartf	[consensus,intra_dup]	
236	sahasranITa -> sahasraRITa	[consensus,intra_dup]	morph✓
236	vilomam -> viloman	[consensus,intra_dup]	morph✓
236	viyan -> viyam	[consensus,intra_dup]	morph✓
236	vizwI -> vizwi	[consensus,intra_dup]	
235	hAvanIya -> havanIya	[consensus,intra_dup]	morph✓
235	hAyin -> hayin	[consensus,intra_dup]	morph✓
235	haRqa -> haRqA	[consensus,intra_dup]	morph✓
235	izaRya -> izaRyA	[consensus,intra_dup]	morph✓
235	izuDya -> izuDyA	[consensus,intra_dup]	morph✓
235	pravaraRIya -> prAvaraRIya	[consensus,intra_dup]	morph✓
234	GAwala -> GAwAla	[consensus,intra_dup]	morph✓
234	Palapuzpa -> PalapuzpA	[consensus,intra_dup]	morph✓
234	mandura -> mandurA	[consensus,intra_dup]	morph✓
234	nicUla -> nicula	[consensus,intra_dup]	
234	pUruzAda -> puruzAda	[consensus,intra_dup]	
234	saMDyAMsa -> saMDyAMSa	[consensus,intra_dup]	
234	sitikaRWa -> SitikaRWa	[consensus,intra_dup]	
233	Busura -> BUsura	[consensus,intra_dup]	
233	SamASraya -> samASraya	[consensus,intra_dup]	
233	aBisap -> aBiSap	[consensus,intra_dup]	
233	aSmayu -> asmayu	[consensus,intra_dup]	
233	apaBraMsa -> apaBraMSa	[consensus,intra_dup]	
233	avasya -> avaSya	[consensus,intra_dup]	
233	daSra -> dasra	[consensus,intra_dup]	
233	huRa -> hURa	[consensus,intra_dup]	
233	kaNgU -> kaNgu	[consensus,intra_dup]	
233	kamawa -> kamaWa	[consensus,intra_dup]	
233	praSru -> prasru	[consensus,intra_dup]	
233	rupyaka -> rUpyaka	[consensus,intra_dup]	
233	ucCuna -> ucCUna	[consensus,intra_dup]	
233	upasru -> upaSru	[consensus,intra_dup]	
232	Amfz -> AmfS	[consensus,intra_dup]	
232	Ami -> ARi	[consensus,intra_dup]	
232	ApastamBa -> Apastamba	[consensus,intra_dup]	
232	Araba -> Arava	[consensus,intra_dup]	
232	Bagama -> BagaRa	[consensus,intra_dup]	
232	PAli -> pAli	[consensus,intra_dup]	
232	aByavasTita -> avyavasTita	[consensus,intra_dup]	
232	apamud -> apanud	[consensus,intra_dup]	
232	bilAsin -> vilAsin	[consensus,intra_dup]	
232	pUrRaKa -> pUrRaka	[consensus,intra_dup]	
232	pariBAs -> pariBAz	[consensus,intra_dup]	
232	parikfS -> parikfz	[consensus,intra_dup]	
232	pragE -> prage	[consensus,intra_dup]	
232	ruzat -> ruSat	[consensus,intra_dup]	
232	sahasrARIka -> sahasrAnIka	[consensus,intra_dup]	
232	samudraPeRa -> samudraPena	[consensus,intra_dup]	
232	sora -> sOra	[consensus,intra_dup]	
232	utsADana -> utsAdana	[consensus,intra_dup]	
232	uttApana -> utTApana	[consensus,intra_dup]	
232	vEnava -> vERava	[consensus,intra_dup]	
232	vargas -> Bargas	[consensus,intra_dup]	
231	SAmbava -> SAmBava	[consensus,intra_dup]	
231	SArNgi -> SArNgI	[consensus,intra_dup]	morph✓
231	SaNKiRI -> SaNKinI	[consensus,intra_dup]	
231	aSlika -> aSlIka	[consensus,intra_dup]	morph✓
231	gOmatI -> gomatI	[consensus,intra_dup]	
231	goRA -> GoRA	[consensus,intra_dup]	
231	kattfna -> kattfRa	[consensus,intra_dup]	
231	potalikA -> powalikA	[consensus,intra_dup]	
231	snaya -> smaya	[consensus,intra_dup]	
231	vAnaka -> vAmaka	[consensus,intra_dup]	
231	vapaRa -> vapana	[consensus,intra_dup]	
230	ASfta -> aSfta	[consensus,intra_dup]	
230	ASvavAra -> aSvavAra	[consensus,intra_dup]	
230	AmantraRA -> AmantraRa	[consensus,intra_dup]	
230	AmlavallI -> amlavallI	[consensus,intra_dup]	
230	Aparuza -> aparuza	[consensus,intra_dup]	
230	Cikkika -> CikkikA	[consensus,intra_dup]	
230	DUmravarRA -> DUmravarRa	[consensus,intra_dup]	
230	DvAnita -> Dvanita	[consensus,intra_dup]	
230	GanAGanA -> GanAGana	[consensus,intra_dup]	
230	GanArava -> Ganarava	[consensus,intra_dup]	
230	JampA -> Jampa	[consensus,intra_dup]	
230	SAkalin -> Sakalin	[consensus,intra_dup]	
230	SItasahA -> SItasaha	[consensus,intra_dup]	
230	SaRqikA -> SaRqika	[consensus,intra_dup]	
230	SudDAntA -> SudDAnta	[consensus,intra_dup]	
230	aKarvA -> aKarva	[consensus,intra_dup]	
230	abDijA -> abDija	[consensus,intra_dup]	
230	agajA -> agaja	[consensus,intra_dup]	
230	alolA -> alola	[consensus,intra_dup]	
230	arAlA -> arAla	[consensus,intra_dup]	
230	arDahara -> arDahAra	[consensus,intra_dup]	
230	arizwakA -> arizwaka	[consensus,intra_dup]	
230	atiraktA -> atirakta	[consensus,intra_dup]	
230	atyUhA -> atyUha	[consensus,intra_dup]	
230	avAcanIya -> avacanIya	[consensus,intra_dup]	
230	avalokitA -> avalokita	[consensus,intra_dup]	
230	bAhuPala -> bahuPala	[consensus,intra_dup]	
230	brAhmadeya -> brahmadeya	[consensus,intra_dup]	
230	brAhmapurARa -> brahmapurARa	[consensus,intra_dup]	
230	cAndragupta -> candragupta	[consensus,intra_dup]	
230	cUqakA -> cUqaka	[consensus,intra_dup]	
230	catuzpAdI -> catuzpadI	[consensus,intra_dup]	
230	citrataRqulA -> citrataRqula	[consensus,intra_dup]	
230	dASakaRWa -> daSakaRWa	[consensus,intra_dup]	
230	dIkzaRA -> dIkzaRa	[consensus,intra_dup]	
230	dUragA -> dUraga	[consensus,intra_dup]	
230	dvimuKA -> dvimuKa	[consensus,intra_dup]	
230	gARqAlI -> gaRqAlI	[consensus,intra_dup]	
230	ganDottama -> ganDottamA	[consensus,intra_dup]	
230	granTiparRA -> granTiparRa	[consensus,intra_dup]	
230	hfdayeSA -> hfdayeSa	[consensus,intra_dup]	
230	indramArgA -> indramArga	[consensus,intra_dup]	
230	indukA -> induka	[consensus,intra_dup]	
230	jAvanikA -> javanikA	[consensus,intra_dup]	
230	jyezWatarA -> jyezWatara	[consensus,intra_dup]	
230	kAYcanakA -> kAYcanaka	[consensus,intra_dup]	
230	kArRika -> karRika	[consensus,intra_dup]	
230	kAryakaraRa -> kAryakAraRa	[consensus,intra_dup]	
230	kaRqUra -> kaRqUrA	[consensus,intra_dup]	
230	kacaka -> kAcaka	[consensus,intra_dup]	
230	kalinI -> kAlinI	[consensus,intra_dup]	
230	kampilya -> kAmpilya	[consensus,intra_dup]	
230	kanyasA -> kanyasa	[consensus,intra_dup]	
230	karacCadA -> karacCada	[consensus,intra_dup]	
230	karzaPalA -> karzaPala	[consensus,intra_dup]	
230	kasAra -> kAsAra	[consensus,intra_dup]	
230	kelikilA -> kelikila	[consensus,intra_dup]	
230	kftaPalA -> kftaPala	[consensus,intra_dup]	
230	klItakA -> klItaka	[consensus,intra_dup]	
230	koNkaRA -> koNkaRa	[consensus,intra_dup]	
230	lelihA -> leliha	[consensus,intra_dup]	
230	luYcanA -> luYcana	[consensus,intra_dup]	
230	maDyAhnika -> mADyAhnika	[consensus,intra_dup]	
230	mfdukA -> mfduka	[consensus,intra_dup]	
230	mucilindA -> mucilinda	[consensus,intra_dup]	
230	muktAsPowA -> muktAsPowa	[consensus,intra_dup]	
230	nfpAtmajA -> nfpAtmaja	[consensus,intra_dup]	
230	niScira -> niScirA	[consensus,intra_dup]	
230	pArampara -> parampara	[consensus,intra_dup]	
230	pEzwikA -> pEzwika	[consensus,intra_dup]	
230	pariDAraRA -> pariDAraRa	[consensus,intra_dup]	
230	parigaRanA -> parigaRana	[consensus,intra_dup]	
230	parivezwanA -> parivezwana	[consensus,intra_dup]	
230	piYjA -> piYja	[consensus,intra_dup]	
230	prAGUrRikA -> prAGUrRika	[consensus,intra_dup]	
230	praDAraRA -> praDAraRa	[consensus,intra_dup]	
230	pracalAkA -> pracalAka	[consensus,intra_dup]	
230	pratyara -> pratyarA	[consensus,intra_dup]	
230	rAsamaYjarI -> rasamaYjarI	[consensus,intra_dup]	
230	rAtrikA -> rAtrika	[consensus,intra_dup]	
230	rasADikA -> rasADika	[consensus,intra_dup]	
230	sAhajit -> sahajit	[consensus,intra_dup]	
230	sArparAja -> sarparAja	[consensus,intra_dup]	
230	sArvakAma -> sarvakAma	[consensus,intra_dup]	
230	sUryajA -> sUryaja	[consensus,intra_dup]	
230	sadASva -> sadaSva	[consensus,intra_dup]	
230	samarTanA -> samarTana	[consensus,intra_dup]	
230	sampUrRA -> sampUrRa	[consensus,intra_dup]	
230	sarvaMkazA -> sarvaMkaza	[consensus,intra_dup]	
230	sarvarAsa -> sarvarasa	[consensus,intra_dup]	
230	sitaKaRqa -> sitAKaRqa	[consensus,intra_dup]	
230	sudaMzwrA -> sudaMzwra	[consensus,intra_dup]	
230	sudurjayA -> sudurjaya	[consensus,intra_dup]	
230	surezwA -> surezwa	[consensus,intra_dup]	
230	svarRavarRa -> svarRavarRA	[consensus,intra_dup]	
230	tAlaDvajA -> tAlaDvaja	[consensus,intra_dup]	
230	tAmravarRA -> tAmravarRa	[consensus,intra_dup]	
230	triBARqI -> triBaRqI	[consensus,intra_dup]	
230	tvaksuganDA -> tvaksuganDa	[consensus,intra_dup]	
230	upaKyA -> upAKyA	[consensus,intra_dup]	
230	upajIkA -> upajIka	[consensus,intra_dup]	
230	vAsantikA -> vAsantika	[consensus,intra_dup]	
230	vAyuvegA -> vAyuvega	[consensus,intra_dup]	
230	viGawwanA -> viGawwana	[consensus,intra_dup]	
230	viSvaTa -> viSvaTA	[consensus,intra_dup]	
230	viSvasahA -> viSvasaha	[consensus,intra_dup]	
230	vidravaRa -> vidrAvaRa	[consensus,intra_dup]	
230	vikrAyika -> vikrayika	[consensus,intra_dup]	
230	yavamaDyA -> yavamaDya	[consensus,intra_dup]	
229	BAvukA -> BAvuka	[consensus,intra_dup]	
229	Daneya -> DAneya	[consensus,intra_dup]	
229	Ditavan -> DitAvan	[consensus,intra_dup]	
229	GanaGana -> GanAGana	[consensus,intra_dup]	
229	SItaPalA -> SItaPala	[consensus,intra_dup]	
229	SaNKaDmA -> SaNKaDma	[consensus,intra_dup]	
229	Sataparva -> SataparvA	[consensus,intra_dup]	
229	SikzitA -> Sikzita	[consensus,intra_dup]	
229	SrIdA -> SrIda	[consensus,intra_dup]	
229	Sriv -> sriv	[consensus,intra_dup]	morph✓
229	avarzA -> avarza	[consensus,intra_dup]	
229	avinDyA -> avinDya	[consensus,intra_dup]	
229	bABravyA -> bABravya	[consensus,intra_dup]	
229	bahvapatyA -> bahvapatya	[consensus,intra_dup]	
229	brahmAsanA -> brahmAsana	[consensus,intra_dup]	
229	cakitA -> cakita	[consensus,intra_dup]	
229	cakrAhvA -> cakrAhva	[consensus,intra_dup]	
229	carawI -> cArawI	[consensus,intra_dup]	
229	daDyuttarA -> daDyuttara	[consensus,intra_dup]	
229	diSyA -> diSya	[consensus,intra_dup]	
229	draNgA -> draNga	[consensus,intra_dup]	
229	duScyAvana -> duScyavana	[consensus,intra_dup]	
229	durmitrA -> durmitra	[consensus,intra_dup]	
229	etA -> eta	[consensus,intra_dup]	
229	gAruqapurARa -> garuqapurARa	[consensus,intra_dup]	
229	gOramuKA -> gOramuKa	[consensus,intra_dup]	
229	garhaRA -> garhaRa	[consensus,intra_dup]	
229	grAmeyakA -> grAmeyaka	[consensus,intra_dup]	
229	guRWanA -> guRWana	[consensus,intra_dup]	
229	guptasnehA -> guptasneha	[consensus,intra_dup]	
229	hAlaBft -> halaBft	[consensus,intra_dup]	
229	haridattA -> haridatta	[consensus,intra_dup]	
229	harzulA -> harzula	[consensus,intra_dup]	
229	hemANgA -> hemANga	[consensus,intra_dup]	
229	himavatI -> himAvatI	[consensus,intra_dup]	
229	himotpanna -> himotpannA	[consensus,intra_dup]	
229	jayasenA -> jayasena	[consensus,intra_dup]	
229	jyotIraTA -> jyotIraTa	[consensus,intra_dup]	
229	kASmIrajA -> kASmIraja	[consensus,intra_dup]	
229	kAlamuKA -> kAlamuKa	[consensus,intra_dup]	
229	kAmANgA -> kAmANga	[consensus,intra_dup]	
229	kalindA -> kalinda	[consensus,intra_dup]	
229	kamrA -> kamra	[consensus,intra_dup]	
229	karkA -> karka	[consensus,intra_dup]	
229	kuYcitA -> kuYcita	[consensus,intra_dup]	
229	kundurukA -> kunduruka	[consensus,intra_dup]	
229	lAvalI -> lavalI	[consensus,intra_dup]	
229	mAtsyapurARa -> matsyapurARa	[consensus,intra_dup]	
229	mIQA -> mIQa	[consensus,intra_dup]	
229	maDurAlApa -> maDurAlApA	[consensus,intra_dup]	
229	maYjIrA -> maYjIra	[consensus,intra_dup]	
229	mahASalkA -> mahASalka	[consensus,intra_dup]	
229	mahArudrA -> mahArudra	[consensus,intra_dup]	
229	mahIjA -> mahIja	[consensus,intra_dup]	
229	mahyA -> mahya	[consensus,intra_dup]	
229	manayitf -> mAnayitf	[consensus,intra_dup]	
229	marmarA -> marmara	[consensus,intra_dup]	
229	mitraGnA -> mitraGna	[consensus,intra_dup]	
229	muRqitA -> muRqita	[consensus,intra_dup]	
229	muktapuzpa -> muktApuzpa	[consensus,intra_dup]	
229	nAgadantA -> nAgadanta	[consensus,intra_dup]	
229	nirdahanA -> nirdahana	[consensus,intra_dup]	
229	pAMsulA -> pAMsula	[consensus,intra_dup]	
229	pAkalA -> pAkala	[consensus,intra_dup]	
229	pUtiganDA -> pUtiganDa	[consensus,intra_dup]	
229	pariRamanA -> pariRamana	[consensus,intra_dup]	
229	piRqadA -> piRqada	[consensus,intra_dup]	
229	piSitASA -> piSitASa	[consensus,intra_dup]	
229	prarocanA -> prarocana	[consensus,intra_dup]	
229	pratiboDanA -> pratiboDana	[consensus,intra_dup]	
229	pratidarSanA -> pratidarSana	[consensus,intra_dup]	
229	pratisaMkramA -> pratisaMkrama	[consensus,intra_dup]	
229	pratyAyanA -> pratyAyana	[consensus,intra_dup]	
229	putrada -> putradA	[consensus,intra_dup]	
229	recitA -> recita	[consensus,intra_dup]	
229	sADAraRyA -> sADAraRya	[consensus,intra_dup]	
229	sAvarRikA -> sAvarRika	[consensus,intra_dup]	
229	sOnandA -> sOnanda	[consensus,intra_dup]	
229	sOrasA -> sOrasa	[consensus,intra_dup]	
229	sTAyA -> sTAya	[consensus,intra_dup]	
229	sTUlAkzA -> sTUlAkza	[consensus,intra_dup]	
229	saMdrava -> saMdrAva	[consensus,intra_dup]	
229	saMjAvana -> saMjavana	[consensus,intra_dup]	
229	sarveSA -> sarveSa	[consensus,intra_dup]	
229	sasUka -> saSUka	[consensus,intra_dup]	morph✓
229	siMhAsyA -> siMhAsya	[consensus,intra_dup]	
229	sindukA -> sinduka	[consensus,intra_dup]	
229	srAvita -> SrAvita	[consensus,intra_dup]	morph✓
